Ti:,A_X:,A_Y:,A_Z:,R_X:,R_Y:,R_Z:,H:,Vin:,Temp:,Pressure:,
5878.00,6.94,6.16,5.13,-0.13,-0.13,-0.17,-1.18,7.59,22.07,1008.11,
5884.00,6.87,6.09,5.08,-0.12,-0.15,-0.17,-1.18,7.59,22.07,1008.11,
5888.00,6.90,6.08,5.06,-0.11,-0.16,-0.18,-1.18,7.59,22.07,1008.11,
5892.00,6.87,6.03,5.23,-0.10,-0.16,-0.19,-1.18,7.59,22.07,1008.11,
5896.00,6.85,6.00,5.12,-0.09,-0.16,-0.19,-1.18,7.59,22.07,1008.11,
5899.00,6.81,5.98,5.11,-0.07,-0.17,-0.20,-1.18,7.59,22.07,1008.11,
5903.00,6.82,5.92,5.09,-0.06,-0.17,-0.21,-1.18,7.59,22.07,1008.11,
5907.00,6.78,5.87,5.06,-0.04,-0.18,-0.22,-1.18,7.59,22.07,1008.11,
5910.00,6.73,5.83,5.23,-0.03,-0.19,-0.23,-1.18,7.59,22.07,1008.11,
5914.00,6.73,5.81,5.21,-0.01,-0.19,-0.23,-1.18,7.59,22.07,1008.11,
5918.00,6.72,5.78,5.19,0.01,-0.20,-0.24,-1.18,7.59,22.07,1008.11,
5921.00,6.73,5.81,5.14,0.01,-0.20,-0.25,-1.18,7.59,22.07,1008.11,
5925.00,6.69,5.79,5.06,0.02,-0.21,-0.26,-1.18,7.59,22.07,1008.11,
5928.00,6.77,5.82,5.10,0.03,-0.21,-0.27,-1.18,7.59,22.07,1008.11,
5933.00,6.80,5.81,5.03,0.04,-0.21,-0.28,-1.18,7.59,22.07,1008.11,
5938.00,7.17,5.17,4.45,0.08,-0.20,-0.30,-1.18,7.59,22.07,1008.11,
5941.00,7.27,5.45,3.14,0.06,-0.16,-0.32,-1.18,7.59,22.07,1008.11,
5945.00,7.18,5.59,4.12,-0.01,-0.15,-0.36,-1.18,7.59,22.07,1008.11,
5948.00,7.24,5.63,4.92,-0.01,-0.15,-0.37,-1.18,7.59,22.07,1008.11,
5952.00,7.12,5.68,4.20,0.03,-0.14,-0.40,-1.18,7.59,22.07,1008.11,
5955.00,7.01,5.76,3.74,0.00,-0.11,-0.41,-1.18,7.59,22.07,1008.11,
5959.00,6.72,5.77,4.25,-0.03,-0.08,-0.43,-1.18,7.59,22.07,1008.11,
5964.00,6.44,5.85,4.67,-0.03,-0.04,-0.45,-1.18,7.59,22.07,1008.11,
5967.00,6.25,5.88,4.40,-0.04,-0.02,-0.44,-1.18,7.59,22.07,1008.11,
5971.00,6.17,5.86,4.47,-0.05,-0.01,-0.44,-1.18,7.59,22.07,1008.11,
5975.00,6.02,5.82,4.70,-0.07,0.01,-0.42,-1.18,7.59,22.07,1008.11,
5979.00,5.99,5.82,4.58,-0.08,0.02,-0.41,-1.18,7.59,22.07,1008.11,
5982.00,5.84,5.86,4.44,-0.10,0.03,-0.40,-1.18,7.59,22.07,1008.11,
5986.00,5.70,5.97,4.54,-0.12,0.04,-0.38,-1.18,7.59,22.07,1008.11,
5990.00,5.66,6.03,4.77,-0.14,0.05,-0.36,-1.18,7.59,22.07,1008.11,
5994.00,5.63,6.15,5.02,-0.14,0.06,-0.33,-1.18,7.59,22.07,1008.11,
5998.00,5.69,6.16,5.20,-0.14,0.06,-0.31,-1.18,7.59,22.07,1008.11,
6001.00,5.73,6.28,5.44,-0.13,0.06,-0.29,-1.18,7.59,22.07,1008.11,
6005.00,5.77,6.35,5.35,-0.12,0.05,-0.28,-1.18,7.59,22.07,1008.11,
6009.00,5.84,6.35,5.03,-0.12,0.03,-0.26,-1.18,7.59,22.07,1008.11,
6012.00,5.76,6.33,4.86,-0.13,-0.00,-0.24,-1.18,7.59,22.07,1008.11,
6017.00,5.63,6.40,4.81,-0.14,-0.03,-0.22,-1.18,7.59,22.07,1008.11,
6020.00,5.58,6.42,4.95,-0.15,-0.06,-0.19,-1.18,7.59,22.07,1008.11,
6025.00,5.36,6.47,4.75,-0.16,-0.10,-0.15,-1.18,7.59,22.07,1008.11,
6029.00,5.33,6.47,4.77,-0.16,-0.12,-0.13,-1.18,7.59,22.07,1008.11,
6032.00,5.36,6.44,4.73,-0.17,-0.16,-0.10,-1.18,7.59,22.07,1008.11,
6036.00,5.33,6.45,4.62,-0.18,-0.19,-0.07,-1.18,7.59,22.07,1008.11,
6039.00,5.29,6.44,4.58,-0.18,-0.22,-0.05,-1.18,7.59,22.07,1008.11,
6043.00,5.27,6.33,4.60,-0.18,-0.25,-0.01,-1.18,7.59,22.07,1008.11,
6046.00,5.32,6.18,4.50,-0.18,-0.27,0.01,-1.18,7.59,22.07,1008.11,
6051.00,5.50,5.97,4.34,-0.18,-0.29,0.04,-1.18,7.59,22.07,1008.11,
6055.00,5.61,5.83,4.27,-0.19,-0.31,0.05,-1.18,7.59,22.07,1008.11,
6059.00,5.81,5.63,4.20,-0.19,-0.33,0.07,-1.18,7.59,22.07,1008.11,
6063.00,5.92,5.56,4.14,-0.20,-0.34,0.07,-1.18,7.59,22.07,1008.11,
6066.00,6.18,5.43,4.14,-0.21,-0.36,0.08,-1.18,7.59,22.07,1008.11,
6070.00,6.32,5.37,4.12,-0.22,-0.37,0.08,-1.18,7.59,22.07,1008.11,
6073.00,6.37,5.36,4.09,-0.22,-0.37,0.08,-1.18,7.59,22.07,1008.11,
6077.00,6.45,5.37,4.03,-0.22,-0.35,0.08,-1.18,7.59,22.07,1008.11,
6082.00,6.41,5.50,3.77,-0.21,-0.29,0.07,-1.18,7.59,22.07,1008.11,
6085.00,6.45,5.57,3.55,-0.21,-0.25,0.07,-1.18,7.59,22.07,1008.11,
6089.00,6.34,5.66,3.26,-0.21,-0.19,0.06,-1.18,7.59,22.07,1008.11,
6092.00,6.22,5.71,3.27,-0.23,-0.13,0.06,-1.18,7.59,22.07,1008.11,
6096.00,6.16,5.73,3.28,-0.24,-0.08,0.07,-1.18,7.59,22.07,1008.11,
6099.00,6.09,5.77,3.29,-0.25,-0.02,0.07,-1.18,7.59,22.07,1008.11,
6104.00,5.99,5.80,3.34,-0.27,0.01,0.08,-1.18,7.59,22.07,1008.11,
6109.00,5.95,5.90,3.59,-0.30,0.05,0.09,-1.18,7.59,22.07,1008.11,
6112.00,5.84,5.94,3.73,-0.32,0.07,0.11,-1.18,7.59,22.07,1008.11,
6116.00,5.67,6.02,3.97,-0.34,0.08,0.13,-1.18,7.59,22.07,1008.11,
6119.00,5.82,6.07,4.04,-0.35,0.09,0.14,-1.18,7.59,22.07,1008.11,
6123.00,5.63,6.11,4.00,-0.37,0.11,0.16,-1.18,7.59,22.07,1008.11,
6126.00,5.64,6.13,4.45,-0.39,0.13,0.19,-1.18,7.59,22.07,1008.11,
6130.00,5.64,6.15,4.78,-0.39,0.14,0.21,-1.18,7.59,22.07,1008.11,
6133.00,5.83,6.17,5.10,-0.38,0.15,0.23,-1.18,7.59,22.07,1008.11,
6138.00,6.08,6.26,5.23,-0.36,0.14,0.26,-1.18,7.59,22.07,1008.11,
6142.00,6.29,6.24,5.33,-0.35,0.13,0.28,-1.18,7.59,22.07,1008.11,
6146.00,6.51,6.28,5.57,-0.33,0.12,0.29,-1.18,7.59,22.07,1008.11,
6150.00,6.75,6.31,5.60,-0.31,0.10,0.28,-1.18,7.59,22.07,1008.11,
6153.00,6.77,6.32,5.66,-0.29,0.08,0.28,-1.18,7.59,22.07,1008.11,
6157.00,6.87,6.34,5.56,-0.27,0.06,0.27,-1.18,7.59,22.07,1008.11,
6161.00,6.88,6.32,5.50,-0.25,0.04,0.25,-1.18,7.59,22.07,1008.11,
6164.00,6.89,6.28,5.30,-0.24,0.02,0.23,-1.18,7.59,22.07,1008.11,
6169.00,6.79,6.28,5.17,-0.23,0.00,0.21,-1.18,7.59,22.07,1008.11,
6172.00,6.64,6.27,5.02,-0.23,-0.01,0.19,-1.18,7.59,22.07,1008.11,
6176.00,6.52,6.24,4.86,-0.23,-0.02,0.18,-1.18,7.59,22.07,1008.11,
6179.00,6.34,6.21,4.61,-0.24,-0.02,0.17,-1.18,7.59,22.07,1008.11,
6183.00,6.22,6.23,4.55,-0.26,-0.01,0.17,-1.18,7.59,22.07,1008.11,
6187.00,6.09,6.17,4.40,-0.28,-0.01,0.17,-1.18,7.59,22.07,1008.11,
6191.00,6.01,6.15,4.25,-0.31,0.01,0.17,-1.18,7.59,22.07,1008.11,
6195.00,5.96,6.14,4.21,-0.33,0.02,0.18,-1.18,7.59,22.07,1008.11,
6199.00,6.06,6.16,4.17,-0.38,0.03,0.19,-1.18,7.59,22.07,1008.11,
6203.00,6.17,6.23,4.33,-0.41,0.03,0.21,-1.18,7.59,22.07,1008.11,
6206.00,6.23,6.29,4.36,-0.43,0.03,0.21,-1.18,7.59,22.07,1008.11,
6210.00,6.22,6.38,4.39,-0.45,0.04,0.22,-1.18,7.59,22.07,1008.11,
6214.00,6.21,6.42,4.54,-0.46,0.04,0.23,-1.18,7.59,22.07,1008.11,
6217.00,6.30,6.42,4.68,-0.47,0.04,0.23,-1.18,7.59,22.07,1008.11,
6221.00,6.34,6.50,4.84,-0.48,0.02,0.23,-1.18,7.59,22.07,1008.11,
6225.00,5.82,6.73,5.23,-0.51,-0.07,0.25,-1.18,7.59,22.07,1008.11,
6230.00,5.35,6.77,5.79,-0.51,-0.16,0.28,-1.18,7.59,22.07,1008.11,
6234.00,5.24,6.71,5.83,-0.49,-0.21,0.31,-1.18,7.59,22.07,1008.11,
6237.00,5.30,6.71,5.66,-0.47,-0.26,0.35,-1.18,7.59,22.07,1008.11,
6241.00,5.54,6.69,5.55,-0.46,-0.30,0.37,-1.18,7.59,22.07,1008.11,
6244.00,6.07,6.56,5.52,-0.44,-0.34,0.39,-1.18,7.59,22.07,1008.11,
6248.00,6.51,6.51,5.38,-0.41,-0.39,0.39,-1.18,7.59,22.07,1008.11,
6251.00,6.79,6.40,5.17,-0.40,-0.42,0.39,-1.18,7.59,22.07,1008.11,
6256.00,7.10,6.19,5.00,-0.39,-0.47,0.37,-1.18,7.59,22.07,1008.11,
6276.00,7.70,5.98,5.40,-0.30,-0.62,0.22,-0.69,7.60,22.07,1008.05,
6282.00,8.00,5.99,4.86,-0.27,-0.66,0.15,-0.69,7.60,22.07,1008.05,
6285.00,6.93,6.01,4.95,-0.27,-0.78,0.10,-0.69,7.60,22.07,1008.05,
6289.00,8.79,5.79,5.32,-0.25,-0.82,0.10,-0.69,7.60,22.07,1008.05,
6292.00,9.37,5.92,4.99,-0.21,-0.75,0.06,-0.69,7.60,22.07,1008.05,
6296.00,8.19,6.06,4.83,-0.20,-0.72,0.00,-0.69,7.60,22.07,1008.05,
6300.00,8.24,6.04,5.20,-0.18,-0.74,-0.04,-0.69,7.60,22.07,1008.05,
6304.00,7.88,6.09,5.28,-0.15,-0.74,-0.08,-0.69,7.60,22.07,1008.05,
6307.00,7.68,6.17,5.22,-0.12,-0.74,-0.11,-0.69,7.60,22.07,1008.05,
6311.00,7.35,6.18,5.08,-0.10,-0.74,-0.13,-0.69,7.60,22.07,1008.05,
6315.00,7.13,6.23,5.15,-0.08,-0.74,-0.14,-0.69,7.60,22.07,1008.05,
6319.00,6.68,6.24,5.10,-0.06,-0.73,-0.14,-0.69,7.60,22.07,1008.05,
6323.00,6.46,6.24,5.02,-0.04,-0.72,-0.13,-0.69,7.60,22.07,1008.05,
6326.00,6.20,6.25,4.94,-0.03,-0.70,-0.11,-0.69,7.60,22.07,1008.05,
6331.00,6.18,6.48,4.86,-0.03,-0.69,-0.07,-0.69,7.60,22.07,1008.05,
6335.00,6.12,6.49,4.92,-0.02,-0.69,-0.04,-0.69,7.60,22.07,1008.05,
6338.00,6.07,6.48,4.90,-0.02,-0.68,-0.02,-0.69,7.60,22.07,1008.05,
6342.00,6.00,6.42,4.79,-0.02,-0.68,0.01,-0.69,7.60,22.07,1008.05,
6345.00,6.02,6.38,4.81,-0.03,-0.68,0.04,-0.69,7.60,22.07,1008.05,
6349.00,6.06,6.38,4.79,-0.03,-0.69,0.07,-0.69,7.60,22.07,1008.05,
6352.00,6.16,6.43,4.88,-0.03,-0.69,0.10,-0.69,7.60,22.07,1008.05,
6356.00,6.22,6.36,4.79,-0.03,-0.69,0.11,-0.69,7.60,22.07,1008.05,
6362.00,6.42,6.29,4.59,-0.02,-0.69,0.14,-0.69,7.60,22.07,1008.05,
6365.00,6.72,6.11,4.31,-0.02,-0.68,0.15,-0.69,7.60,22.07,1008.05,
6369.00,7.11,5.93,3.75,-0.02,-0.64,0.15,-0.69,7.60,22.07,1008.05,
6372.00,7.31,5.85,3.35,-0.04,-0.60,0.15,-0.69,7.60,22.07,1008.05,
6376.00,7.46,5.88,2.95,-0.07,-0.53,0.15,-0.69,7.60,22.07,1008.05,
6379.00,7.40,5.98,2.70,-0.09,-0.46,0.14,-0.69,7.60,22.07,1008.05,
6383.00,7.33,6.19,2.59,-0.13,-0.34,0.15,-0.69,7.60,22.07,1008.05,
6388.00,7.20,6.38,2.83,-0.17,-0.17,0.17,-0.69,7.60,22.07,1008.05,
6391.00,7.21,6.43,3.27,-0.19,-0.04,0.19,-0.69,7.60,22.07,1008.05,
6395.00,7.19,6.38,3.48,-0.21,0.05,0.21,-0.69,7.60,22.07,1008.05,
6398.00,7.22,6.23,3.84,-0.23,0.15,0.25,-0.69,7.60,22.07,1008.05,
6403.00,7.23,6.08,4.04,-0.24,0.21,0.26,-0.69,7.60,22.07,1008.05,
6406.00,7.24,5.94,4.20,-0.26,0.25,0.28,-0.69,7.60,22.07,1008.05,
6410.00,7.19,5.79,4.33,-0.29,0.28,0.30,-0.69,7.60,22.07,1008.05,
6413.00,7.02,5.78,4.50,-0.30,0.29,0.31,-0.69,7.60,22.07,1008.05,
6418.00,6.89,5.88,4.69,-0.31,0.31,0.32,-0.69,7.60,22.07,1008.05,
6422.00,6.83,5.97,4.83,-0.31,0.33,0.32,-0.69,7.60,22.07,1008.05,
6426.00,6.95,6.03,4.91,-0.30,0.34,0.33,-0.69,7.60,22.07,1008.05,
6429.00,6.97,6.05,5.06,-0.29,0.35,0.33,-0.69,7.60,22.07,1008.05,
6433.00,7.14,6.04,5.04,-0.27,0.34,0.33,-0.69,7.60,22.07,1008.05,
6436.00,7.21,6.03,5.07,-0.25,0.32,0.32,-0.69,7.60,22.07,1008.05,
6440.00,7.38,5.99,5.20,-0.24,0.30,0.31,-0.69,7.60,22.07,1008.05,
6444.00,7.60,5.91,5.33,-0.22,0.25,0.29,-0.69,7.60,22.07,1008.05,
6449.00,7.89,5.81,5.40,-0.20,0.15,0.26,-0.69,7.60,22.07,1008.05,
6453.00,7.85,5.83,5.50,-0.19,0.06,0.23,-0.69,7.60,22.07,1008.05,
6456.00,7.51,5.86,5.74,-0.17,-0.04,0.20,-0.69,7.60,22.07,1008.05,
6460.00,7.40,5.81,5.67,-0.14,-0.14,0.17,-0.69,7.60,22.07,1008.05,
6463.00,7.44,5.71,5.38,-0.11,-0.20,0.16,-0.69,7.60,22.07,1008.05,
6467.00,7.60,5.69,4.99,-0.08,-0.27,0.13,-0.69,7.60,22.07,1008.05,
6470.00,7.81,5.66,4.77,-0.08,-0.33,0.10,-0.69,7.60,22.07,1008.05,
6474.00,8.03,5.63,4.57,-0.06,-0.38,0.06,-0.69,7.60,22.07,1008.05,
6479.00,7.95,5.75,4.33,-0.06,-0.43,-0.00,-0.69,7.60,22.07,1008.05,
6482.00,7.73,5.73,4.62,-0.06,-0.41,-0.03,-0.69,7.60,22.07,1008.05,
6487.00,7.82,5.66,4.68,-0.04,-0.40,-0.05,-0.69,7.60,22.07,1008.05,
6490.00,7.76,5.57,4.26,-0.02,-0.36,-0.06,-0.69,7.60,22.07,1008.05,
6494.00,7.87,5.50,3.99,-0.03,-0.33,-0.07,-0.69,7.60,22.07,1008.05,
6497.00,7.80,5.44,4.09,-0.05,-0.29,-0.07,-0.69,7.60,22.07,1008.05,
6501.00,7.79,5.43,4.02,-0.06,-0.25,-0.07,-0.69,7.60,22.07,1008.05,
6506.00,7.69,5.54,3.76,-0.10,-0.21,-0.06,-0.69,7.60,22.07,1008.05,
6509.00,7.56,5.58,3.84,-0.12,-0.19,-0.06,-0.69,7.60,22.07,1008.05,
6513.00,7.36,5.78,3.87,-0.15,-0.18,-0.06,-0.69,7.60,22.07,1008.05,
6516.00,7.09,5.90,4.29,-0.17,-0.15,-0.05,-0.69,7.60,22.07,1008.05,
6520.00,7.00,5.96,4.49,-0.16,-0.13,-0.04,-0.69,7.60,22.07,1008.05,
6524.00,6.89,6.00,4.50,-0.16,-0.11,-0.03,-0.69,7.60,22.07,1008.05,
6528.00,6.85,6.04,4.67,-0.15,-0.09,-0.01,-0.69,7.60,22.07,1008.05,
6532.00,6.89,6.03,4.76,-0.14,-0.08,0.00,-0.69,7.60,22.07,1008.05,
6537.00,6.94,5.93,4.74,-0.12,-0.07,0.02,-0.69,7.60,22.07,1008.05,
6540.00,7.02,5.90,4.89,-0.11,-0.06,0.04,-0.69,7.60,22.07,1008.05,
6544.00,7.08,5.86,5.02,-0.10,-0.05,0.05,-0.69,7.60,22.07,1008.05,
6547.00,7.19,5.70,5.18,-0.08,-0.05,0.06,-0.69,7.60,22.07,1008.05,
6551.00,7.34,5.59,5.02,-0.06,-0.06,0.07,-0.69,7.60,22.07,1008.05,
6554.00,7.43,5.55,4.85,-0.05,-0.06,0.07,-0.69,7.60,22.07,1008.05,
6558.00,7.37,5.54,5.12,-0.06,-0.07,0.07,-0.69,7.60,22.07,1008.05,
6563.00,7.54,5.54,5.13,-0.04,-0.07,0.08,-0.69,7.60,22.07,1008.05,
6566.00,7.65,5.46,4.85,-0.03,-0.07,0.07,-0.69,7.60,22.07,1008.05,
6571.00,7.64,5.46,4.76,-0.04,-0.06,0.07,-0.69,7.60,22.07,1008.05,
6574.00,7.79,5.43,4.84,-0.04,-0.06,0.06,-0.69,7.60,22.07,1008.05,
6578.00,7.56,5.45,4.75,-0.04,-0.06,0.06,-0.69,7.60,22.07,1008.05,
6581.00,7.47,5.30,4.69,-0.05,-0.05,0.06,-0.69,7.60,22.07,1008.05,
6585.00,7.04,5.36,5.16,-0.05,-0.04,0.08,-0.69,7.60,22.07,1008.05,
6588.00,7.58,5.33,5.54,-0.02,-0.03,0.09,-0.69,7.60,22.07,1008.05,
6593.00,7.54,5.38,4.25,0.02,-0.03,0.08,-0.69,7.60,22.07,1008.05,
6597.00,7.47,5.52,3.71,-0.01,-0.05,0.07,-0.69,7.60,22.07,1008.05,
6600.00,7.39,5.59,3.93,-0.05,-0.06,0.06,-0.69,7.60,22.07,1008.05,
6604.00,7.29,5.65,4.22,-0.06,-0.08,0.05,-0.69,7.60,22.07,1008.05,
6607.00,7.07,5.75,4.13,-0.08,-0.09,0.04,-0.69,7.60,22.07,1008.05,
6611.00,6.98,5.66,4.29,-0.09,-0.08,0.04,-0.69,7.60,22.07,1008.05,
6615.00,6.98,5.66,4.32,-0.10,-0.10,0.04,-0.69,7.60,22.07,1008.05,
6619.00,7.05,5.64,4.56,-0.12,-0.11,0.05,-0.69,7.60,22.07,1008.05,
6624.00,7.25,5.57,5.00,-0.12,-0.07,0.06,-0.69,7.60,22.07,1008.05,
6627.00,7.19,5.59,4.61,-0.12,-0.06,0.06,-0.69,7.60,22.07,1008.05,
6631.00,7.36,5.63,4.68,-0.14,-0.05,0.07,-0.69,7.60,22.07,1008.05,
6634.00,7.44,5.64,4.91,-0.15,-0.06,0.07,-0.69,7.60,22.07,1008.05,
6638.00,7.46,5.76,5.02,-0.15,-0.06,0.07,-0.69,7.60,22.07,1008.05,
6641.00,7.58,5.82,5.04,-0.14,-0.07,0.07,-0.69,7.60,22.07,1008.05,
6645.00,7.61,5.84,5.13,-0.14,-0.08,0.07,-0.69,7.60,22.07,1008.05,
6650.00,7.63,5.80,5.16,-0.12,-0.10,0.07,-0.69,7.60,22.07,1008.05,
6653.00,7.69,5.69,5.05,-0.11,-0.11,0.07,-0.69,7.60,22.07,1008.05,
6673.00,7.47,5.58,4.67,-0.07,-0.15,0.06,0.01,7.59,22.05,1007.97,
6679.00,7.26,5.57,4.55,-0.06,-0.15,0.05,0.01,7.59,22.05,1007.97,
6683.00,7.18,5.61,4.66,-0.06,-0.14,0.06,0.01,7.59,22.05,1007.97,
6686.00,7.08,5.64,4.71,-0.06,-0.13,0.07,0.01,7.59,22.05,1007.97,
6690.00,7.13,5.62,4.64,-0.05,-0.11,0.08,0.01,7.59,22.05,1007.97,
6693.00,7.11,5.61,4.54,-0.05,-0.09,0.09,0.01,7.59,22.05,1007.97,
6699.00,7.09,5.68,4.53,-0.06,-0.07,0.09,0.01,7.59,22.05,1007.97,
6702.00,7.13,5.72,4.64,-0.06,-0.05,0.10,0.01,7.59,22.05,1007.97,
6706.00,7.13,5.75,4.69,-0.06,-0.03,0.11,0.01,7.59,22.05,1007.97,
6709.00,7.15,5.78,4.68,-0.06,-0.01,0.12,0.01,7.59,22.05,1007.97,
6713.00,7.08,5.77,4.62,-0.06,0.01,0.13,0.01,7.59,22.05,1007.97,
6716.00,7.08,5.71,4.43,-0.06,0.03,0.14,0.01,7.59,22.05,1007.97,
6720.00,7.04,5.68,4.25,-0.07,0.05,0.16,0.01,7.59,22.05,1007.97,
6723.00,6.96,5.66,4.02,-0.08,0.07,0.17,0.01,7.59,22.05,1007.97,
6728.00,6.89,5.55,3.94,-0.10,0.11,0.19,0.01,7.59,22.05,1007.97,
6732.00,6.80,5.58,3.98,-0.11,0.15,0.21,0.01,7.59,22.05,1007.97,
6735.00,6.79,5.61,4.10,-0.12,0.18,0.24,0.01,7.59,22.05,1007.97,
6739.00,6.79,5.65,4.20,-0.12,0.21,0.26,0.01,7.59,22.05,1007.97,
6743.00,6.96,5.70,4.41,-0.11,0.24,0.28,0.01,7.59,22.05,1007.97,
6747.00,7.24,5.69,4.69,-0.11,0.27,0.30,0.01,7.59,22.05,1007.97,
6751.00,7.35,5.78,4.82,-0.09,0.27,0.31,0.01,7.59,22.05,1007.97,
6754.00,7.52,5.84,4.93,-0.08,0.27,0.32,0.01,7.59,22.05,1007.97,
6759.00,7.75,5.90,5.01,-0.05,0.26,0.31,0.01,7.59,22.05,1007.97,
6763.00,7.82,5.91,5.06,-0.04,0.24,0.30,0.01,7.59,22.05,1007.97,
6766.00,7.94,5.93,5.20,-0.02,0.22,0.29,0.01,7.59,22.05,1007.97,
6770.00,7.97,5.96,5.31,-0.01,0.19,0.26,0.01,7.59,22.05,1007.97,
6773.00,8.09,5.93,5.31,0.01,0.16,0.24,0.01,7.59,22.05,1007.97,
6777.00,8.13,5.87,5.19,0.02,0.11,0.21,0.01,7.59,22.05,1007.97,
6780.00,8.08,5.84,5.09,0.03,0.08,0.19,0.01,7.59,22.05,1007.97,
6785.00,8.05,5.76,5.07,0.03,0.03,0.16,0.01,7.59,22.05,1007.97,
6790.00,8.02,5.74,5.06,0.03,-0.02,0.13,0.01,7.59,22.05,1007.97,
6793.00,7.97,5.74,5.06,0.04,-0.05,0.11,0.01,7.59,22.05,1007.97,
6797.00,7.94,5.76,5.11,0.05,-0.07,0.09,0.01,7.59,22.05,1007.97,
6800.00,7.90,5.79,5.18,0.05,-0.09,0.08,0.01,7.59,22.05,1007.97,
6804.00,7.89,5.76,5.13,0.07,-0.11,0.06,0.01,7.59,22.05,1007.97,
6807.00,7.87,5.73,5.13,0.08,-0.12,0.06,0.01,7.59,22.05,1007.97,
6811.00,7.86,5.73,4.98,0.08,-0.14,0.05,0.01,7.59,22.05,1007.97,
6816.00,7.99,5.78,4.92,0.09,-0.17,0.03,0.01,7.59,22.05,1007.97,
6819.00,8.00,5.84,4.98,0.10,-0.19,0.03,0.01,7.59,22.05,1007.97,
6823.00,7.98,5.92,5.09,0.10,-0.22,0.02,0.01,7.59,22.05,1007.97,
6827.00,7.99,5.99,5.08,0.11,-0.25,0.00,0.01,7.59,22.05,1007.97,
6831.00,7.93,5.97,5.08,0.12,-0.28,-0.01,0.01,7.59,22.05,1007.97,
6834.00,7.84,5.95,5.08,0.14,-0.32,-0.02,0.01,7.59,22.05,1007.97,
6838.00,7.76,5.96,5.18,0.15,-0.35,-0.02,0.01,7.59,22.05,1007.97,
6841.00,7.74,5.95,5.32,0.16,-0.37,-0.02,0.01,7.59,22.05,1007.97,
6846.00,7.69,5.88,5.32,0.19,-0.41,-0.03,0.01,7.59,22.05,1007.97,
6850.00,7.65,5.81,5.08,0.21,-0.44,-0.03,0.01,7.59,22.05,1007.97,
6853.00,7.57,5.76,4.88,0.22,-0.46,-0.04,0.01,7.59,22.05,1007.97,
6857.00,7.46,5.70,4.74,0.22,-0.49,-0.04,0.01,7.59,22.05,1007.97,
6861.00,7.41,5.72,4.71,0.23,-0.52,-0.04,0.01,7.59,22.05,1007.97,
6864.00,7.40,5.73,4.74,0.24,-0.54,-0.03,0.01,7.59,22.05,1007.97,
6868.00,7.34,5.75,4.77,0.24,-0.56,-0.03,0.01,7.59,22.05,1007.97,
6872.00,7.22,5.76,4.66,0.25,-0.58,-0.03,0.01,7.59,22.05,1007.97,
6877.00,7.16,5.71,4.59,0.26,-0.61,-0.02,0.01,7.59,22.05,1007.97,
6880.00,7.13,5.69,4.49,0.26,-0.62,-0.01,0.01,7.59,22.05,1007.97,
6884.00,7.03,5.65,4.45,0.27,-0.65,-0.00,0.01,7.59,22.05,1007.97,
6888.00,6.93,5.66,4.36,0.27,-0.66,0.01,0.01,7.59,22.05,1007.97,
6891.00,6.79,5.67,4.26,0.26,-0.68,0.03,0.01,7.59,22.05,1007.97,
6895.00,6.62,5.65,4.23,0.26,-0.69,0.04,0.01,7.59,22.05,1007.97,
6898.00,6.51,5.62,4.16,0.26,-0.69,0.06,0.01,7.59,22.05,1007.97,
6902.00,6.30,5.59,4.17,0.25,-0.70,0.09,0.01,7.59,22.05,1007.97,
6907.00,6.17,5.58,4.06,0.24,-0.69,0.13,0.01,7.59,22.05,1007.97,
6910.00,6.09,5.65,3.99,0.22,-0.69,0.16,0.01,7.59,22.05,1007.97,
6915.00,6.11,5.64,3.90,0.21,-0.68,0.19,0.01,7.59,22.05,1007.97,
6918.00,6.15,5.70,3.70,0.19,-0.67,0.22,0.01,7.59,22.05,1007.97,
6922.00,6.17,5.71,3.53,0.16,-0.67,0.26,0.01,7.59,22.05,1007.97,
6925.00,6.19,5.68,3.61,0.14,-0.66,0.29,0.01,7.59,22.05,1007.97,
6929.00,6.17,5.67,3.65,0.11,-0.66,0.32,0.01,7.59,22.05,1007.97,
6933.00,6.08,5.68,3.83,0.09,-0.66,0.35,0.01,7.59,22.05,1007.97,
6937.00,5.93,5.66,4.18,0.07,-0.65,0.41,0.01,7.59,22.05,1007.97,
6941.00,5.85,5.70,4.36,0.06,-0.64,0.46,0.01,7.59,22.05,1007.97,
6945.00,5.81,5.71,4.39,0.06,-0.63,0.52,0.01,7.59,22.05,1007.97,
6948.00,5.79,5.75,4.45,0.06,-0.62,0.57,0.01,7.59,22.05,1007.97,
6952.00,5.74,5.77,4.43,0.06,-0.59,0.63,0.01,7.59,22.05,1007.97,
6956.00,6.05,5.84,4.42,0.06,-0.55,0.70,0.01,7.59,22.05,1007.97,
6960.00,6.28,5.92,4.31,0.06,-0.53,0.74,0.01,7.59,22.05,1007.97,
6963.00,6.60,5.99,4.30,0.06,-0.51,0.78,0.01,7.59,22.05,1007.97,
6968.00,7.02,5.93,4.15,0.06,-0.50,0.82,0.01,7.59,22.05,1007.97,
6972.00,6.70,5.87,3.95,0.06,-0.54,0.83,0.01,7.59,22.05,1007.97,
6975.00,6.85,5.75,4.23,0.04,-0.63,0.84,0.01,7.59,22.05,1007.97,
6979.00,8.12,5.68,4.39,0.05,-0.58,0.87,0.01,7.59,22.05,1007.97,
