Ti:,A_X:,A_Y:,A_Z:,R_X:,R_Y:,R_Z:,H:,Vin:,Temp:,Pressure:,
72515.00,10.18,-1.99,-1.09,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72518.00,10.18,-2.00,-1.05,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72522.00,10.20,-2.04,-1.04,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72527.00,10.17,-1.97,-1.04,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72531.00,10.18,-2.02,-1.05,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72535.00,10.15,-2.00,-1.08,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72539.00,10.18,-1.96,-1.05,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72542.00,10.17,-1.99,-1.07,-0.06,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72546.00,10.17,-2.04,-1.06,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72549.00,10.17,-1.99,-1.09,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72554.00,10.18,-2.01,-1.09,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72558.00,10.17,-2.02,-1.08,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72562.00,10.17,-2.02,-1.03,-0.06,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72565.00,10.15,-1.99,-1.05,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72569.00,10.18,-2.02,-1.07,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72572.00,10.17,-1.98,-1.07,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72577.00,10.18,-2.03,-1.07,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72582.00,10.20,-2.00,-1.05,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72585.00,10.17,-2.01,-1.08,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72589.00,10.18,-1.98,-1.08,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72592.00,10.18,-2.00,-1.11,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72596.00,10.19,-1.99,-1.04,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72599.00,10.21,-2.04,-1.09,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72603.00,10.18,-2.03,-1.03,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72608.00,10.17,-1.98,-1.03,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72612.00,10.18,-2.00,-1.02,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72615.00,10.18,-2.01,-1.09,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72620.00,10.16,-1.98,-1.03,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72623.00,10.17,-2.02,-1.09,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72627.00,10.20,-2.03,-1.05,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72630.00,10.14,-2.02,-1.05,-0.06,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72635.00,10.19,-2.01,-1.10,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72639.00,10.21,-1.99,-1.05,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72642.00,10.18,-2.01,-1.06,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72646.00,10.19,-2.04,-1.09,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72649.00,10.19,-2.01,-1.06,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72653.00,10.20,-2.03,-1.05,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72657.00,10.16,-2.02,-1.10,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72663.00,10.15,-1.98,-1.08,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72666.00,10.16,-2.01,-1.07,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72670.00,10.16,-1.99,-1.10,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72673.00,10.21,-2.01,-1.11,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72677.00,10.17,-2.02,-1.07,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72680.00,10.20,-2.00,-1.06,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72684.00,10.21,-1.96,-1.05,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72689.00,10.21,-2.00,-1.02,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72692.00,10.17,-1.99,-1.06,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72696.00,10.18,-1.98,-1.06,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72699.00,10.15,-1.97,-1.09,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72704.00,10.13,-2.00,-1.06,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72708.00,10.19,-2.01,-1.04,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72711.00,10.19,-1.98,-1.05,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72716.00,10.18,-2.04,-1.03,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72720.00,10.18,-2.03,-1.09,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72723.00,10.21,-2.01,-1.10,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72727.00,10.15,-1.99,-1.09,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72730.00,10.16,-1.98,-1.09,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72734.00,10.15,-2.03,-1.06,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72737.00,10.18,-2.00,-1.05,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72742.00,10.16,-2.02,-1.08,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72747.00,10.18,-2.01,-1.07,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72750.00,10.19,-1.99,-1.08,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72754.00,10.16,-2.01,-1.07,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72758.00,10.15,-1.96,-1.04,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72761.00,10.16,-2.00,-1.09,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72765.00,10.18,-2.03,-1.16,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72770.00,10.17,-1.96,-1.11,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72773.00,10.17,-2.01,-1.12,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72777.00,10.16,-2.00,-1.08,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72780.00,10.18,-1.98,-1.07,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72784.00,10.18,-2.01,-1.04,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72787.00,10.19,-1.98,-1.13,-0.06,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72792.00,10.16,-2.03,-1.12,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72797.00,10.17,-2.01,-1.05,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72800.00,10.18,-2.03,-1.09,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72804.00,10.15,-2.03,-1.03,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72807.00,10.17,-1.99,-1.02,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72811.00,10.19,-1.99,-1.05,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72815.00,10.19,-1.99,-1.03,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72818.00,10.15,-2.00,-1.03,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72823.00,10.19,-1.99,-1.07,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72827.00,10.18,-2.01,-1.12,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72830.00,10.16,-1.97,-1.03,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72835.00,10.19,-1.99,-1.02,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72838.00,10.18,-2.01,-1.10,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72842.00,10.20,-2.01,-1.08,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72846.00,10.17,-2.00,-1.08,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72851.00,10.19,-1.97,-1.01,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72854.00,10.18,-2.01,-0.99,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72858.00,10.18,-1.98,-1.04,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72861.00,10.16,-1.99,-1.05,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72865.00,10.18,-1.99,-1.06,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72868.00,10.21,-1.97,-1.02,-0.05,-0.01,-0.01,-18.52,7.50,21.24,1010.18,
72872.00,10.21,-1.98,-1.05,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72878.00,10.16,-2.00,-1.06,-0.05,-0.01,-0.02,-18.52,7.50,21.24,1010.18,
72901.00,10.16,-1.99,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72906.00,10.15,-2.01,-1.11,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72909.00,10.15,-2.00,-1.05,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72913.00,10.18,-1.98,-1.04,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72916.00,10.15,-1.99,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72921.00,10.16,-2.00,-1.12,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72925.00,10.16,-1.98,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72929.00,10.18,-1.99,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72932.00,10.18,-2.02,-1.03,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72936.00,10.18,-2.00,-1.12,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72939.00,10.19,-1.97,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72943.00,10.13,-2.02,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72947.00,10.18,-2.02,-1.11,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72952.00,10.19,-2.01,-1.11,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72955.00,10.16,-2.01,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72960.00,10.19,-2.00,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72963.00,10.17,-1.98,-1.05,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72967.00,10.18,-1.99,-1.09,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72970.00,10.16,-2.01,-1.04,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72974.00,10.19,-1.97,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72979.00,10.16,-2.04,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72982.00,10.18,-2.04,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72986.00,10.13,-2.03,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72990.00,10.15,-2.04,-1.10,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
72993.00,10.17,-2.02,-1.09,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
72997.00,10.20,-1.99,-1.06,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73000.00,10.19,-2.02,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73006.00,10.20,-2.01,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73010.00,10.20,-2.00,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73013.00,10.20,-2.01,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73017.00,10.20,-1.99,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73020.00,10.18,-1.98,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73024.00,10.16,-2.02,-1.09,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73028.00,10.16,-2.02,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73033.00,10.17,-2.01,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73036.00,10.17,-2.02,-1.06,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73040.00,10.16,-1.99,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73043.00,10.17,-2.00,-1.02,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73048.00,10.14,-2.02,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73051.00,10.22,-1.99,-1.11,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73055.00,10.14,-2.03,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73060.00,10.17,-2.03,-1.11,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73063.00,10.13,-2.02,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73067.00,10.18,-1.95,-1.09,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73070.00,10.14,-2.00,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73074.00,10.18,-1.99,-1.12,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73078.00,10.16,-1.98,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73081.00,10.18,-1.98,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73086.00,10.18,-1.99,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73091.00,10.20,-2.04,-1.12,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73094.00,10.19,-2.00,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73098.00,10.20,-1.99,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73101.00,10.19,-2.01,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73105.00,10.18,-2.01,-1.03,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73108.00,10.17,-1.99,-1.05,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73113.00,10.21,-2.01,-1.03,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73117.00,10.19,-2.00,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73120.00,10.14,-2.00,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73124.00,10.15,-2.04,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73128.00,10.19,-2.04,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73132.00,10.23,-1.99,-1.11,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73136.00,10.20,-2.02,-1.03,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73141.00,10.16,-2.01,-1.10,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73144.00,10.19,-2.04,-1.06,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73148.00,10.19,-2.04,-1.02,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73151.00,10.21,-2.04,-1.06,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73155.00,10.16,-2.00,-1.04,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73158.00,10.21,-1.99,-1.02,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73162.00,10.22,-2.00,-1.03,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73167.00,10.19,-2.00,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73170.00,10.18,-2.00,-1.01,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73175.00,10.20,-1.97,-1.02,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73179.00,10.20,-2.01,-1.15,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73182.00,10.18,-2.02,-1.14,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73186.00,10.17,-2.01,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73189.00,10.19,-2.00,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73194.00,10.15,-1.97,-1.04,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73198.00,10.19,-2.00,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73201.00,10.16,-1.98,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73205.00,10.17,-2.01,-1.06,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73208.00,10.18,-2.00,-1.02,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73212.00,10.18,-2.02,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73216.00,10.16,-1.99,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73226.00,10.17,-2.02,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73229.00,10.20,-2.03,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73233.00,10.19,-2.00,-1.14,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73236.00,10.19,-1.98,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73240.00,10.18,-1.99,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73244.00,10.19,-2.00,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73247.00,10.19,-2.02,-1.13,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73252.00,10.18,-2.02,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73256.00,10.19,-1.99,-1.09,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73260.00,10.15,-2.00,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73264.00,10.21,-2.00,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73267.00,10.18,-1.99,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73271.00,10.16,-1.99,-1.05,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73274.00,10.19,-2.02,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73280.00,10.18,-2.00,-1.03,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73283.00,10.18,-2.01,-1.06,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73287.00,10.14,-1.99,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73311.00,10.17,-2.03,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73316.00,10.19,-2.01,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73319.00,10.17,-1.99,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73323.00,10.20,-2.01,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73327.00,10.21,-1.98,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73331.00,10.15,-1.98,-1.05,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73334.00,10.18,-1.99,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73338.00,10.19,-2.02,-1.02,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73341.00,10.21,-2.01,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73346.00,10.17,-1.99,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73349.00,10.17,-2.02,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73354.00,10.16,-2.01,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73358.00,10.19,-1.98,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73362.00,10.17,-1.99,-1.05,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73365.00,10.18,-2.02,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73369.00,10.22,-1.98,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73372.00,10.21,-1.99,-1.11,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73376.00,10.19,-1.99,-1.12,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73381.00,10.18,-2.00,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73384.00,10.18,-2.03,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73389.00,10.18,-2.02,-1.12,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73392.00,10.18,-2.02,-1.13,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73396.00,10.18,-2.00,-1.12,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73399.00,10.18,-2.02,-1.12,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73403.00,10.18,-2.02,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73408.00,10.16,-2.01,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73412.00,10.17,-2.02,-1.04,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73415.00,10.17,-2.00,-1.06,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73419.00,10.18,-1.99,-1.09,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73422.00,10.18,-1.99,-1.06,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73426.00,10.17,-2.03,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73430.00,10.18,-1.98,-1.16,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73435.00,10.17,-2.00,-1.04,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73439.00,10.20,-2.04,-1.08,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73442.00,10.18,-2.01,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73446.00,10.17,-2.01,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73449.00,10.18,-1.98,-1.02,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73453.00,10.18,-2.01,-1.01,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73457.00,10.17,-1.98,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73461.00,10.19,-2.00,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73465.00,10.17,-2.00,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73469.00,10.19,-2.01,-1.06,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73473.00,10.20,-2.02,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73477.00,10.19,-2.03,-1.02,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73480.00,10.21,-1.99,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73484.00,10.22,-2.03,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73489.00,10.16,-2.01,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73492.00,10.18,-2.04,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73496.00,10.22,-2.00,-1.05,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73499.00,10.22,-2.01,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73503.00,10.16,-1.98,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73507.00,10.18,-2.01,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73510.00,10.17,-2.01,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73516.00,10.15,-1.98,-1.07,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73520.00,10.18,-2.02,-1.02,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73523.00,10.20,-2.01,-1.07,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73527.00,10.22,-2.03,-1.09,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73530.00,10.19,-1.97,-1.04,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73534.00,10.20,-2.00,-1.05,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73537.00,10.18,-2.00,-1.13,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73542.00,10.20,-2.01,-1.02,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73546.00,10.18,-2.03,-1.08,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73549.00,10.20,-2.02,-1.10,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73553.00,10.18,-2.02,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73558.00,10.18,-2.00,-1.06,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73561.00,10.18,-1.97,-1.04,-0.05,-0.01,-0.02,-19.07,7.50,21.26,1010.25,
73565.00,10.19,-1.97,-1.12,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
73570.00,10.19,-1.98,-1.12,-0.05,-0.01,-0.01,-19.07,7.50,21.26,1010.25,
