
20230505-154020
RM;196;-0.03;8.85;9.92;0;0;0;0;1;
RM;234;0.55;8.85;9.89;0;0;0;0;131;
RM;270;0.86;8.85;9.89;0;0;0;0;258;
RM;306;0.81;8.87;9.84;0;0;0;0;403;
RM;345;0.88;8.91;9.88;0;0;0;0;548;
RM;380;0.64;8.91;9.88;0;0;0;0;674;
RM;416;0.76;8.78;9.89;0;0;0;0;818;
RM;455;0.55;8.85;9.91;0;0;0;0;961;
RM;491;0.85;8.85;9.86;0;0;0;0;1083;
RM;527;0.52;8.84;9.86;0;0;0;0;1230;
RM;567;0.09;8.85;9.86;0;0;0;0;1374;
RM;607;0.40;8.85;9.86;0;0;0;0;1520;
RM;644;0.42;8.84;9.91;0;0;0;0;1654;
RM;678;0.50;8.81;9.87;0;0;0;0;1785;
RM;718;0.42;8.79;9.86;0;0;0;0;1926;
RM;758;0.69;8.85;9.86;0;0;0;0;2070;
RM;798;0.36;8.79;9.86;0;0;0;0;2218;
RM;838;0.70;8.79;9.89;0;0;0;0;2362;
RM;878;0.66;8.79;9.89;0;0;0;0;2501;
RM;918;0.63;8.79;9.90;0;0;0;0;2645;
RM;958;0.56;8.84;9.89;0;0;0;0;2795;
RM;995;0.48;8.84;9.89;0;0;0;0;2918;
RM;1033;0.66;8.88;9.88;0;0;0;0;3043;
RM;1069;0.91;8.78;9.88;0;0;0;0;3188;
RM;1110;-0.17;8.77;9.87;0;0;0;0;3338;
RM;1150;0.67;8.75;9.86;0;0;0;0;3482;
RM;1190;0.31;8.78;9.88;0;0;0;0;3624;
RM;1230;1.15;8.82;9.88;0;0;0;0;3771;
RM;1270;1.15;8.78;9.90;0;0;0;0;3918;
RM;1310;0.67;8.81;9.90;0;0;0;0;4058;
RM;1350;0.20;8.78;9.88;0;0;0;0;4199;
RM;1390;0.92;8.77;9.88;0;0;0;0;4340;
RM;1430;0.67;8.75;9.87;0;0;0;0;4483;
RM;1471;0.38;8.75;9.87;0;0;0;0;4627;
RM;1511;0.64;8.75;9.87;0;0;0;0;4770;
RM;1551;0.58;8.75;9.86;0;0;0;0;4914;
RM;1591;0.74;8.85;9.89;0;0;0;0;5058;
RM;1632;1.21;8.81;9.89;0;0;0;0;5207;
RM;1672;0.64;8.75;9.90;0;0;0;0;5349;
RM;1712;0.38;8.78;9.90;0;0;0;0;5494;
RM;1752;1.14;8.78;9.88;0;0;0;0;5645;
RM;1792;0.37;8.84;9.88;0;0;0;0;5793;
RM;1832;0.19;8.81;9.86;0;0;0;0;5940;
RM;1872;0.41;8.78;9.88;0;0;0;0;6088;
RM;1912;-0.04;8.79;9.88;0;0;0;0;6228;
RM;1952;0.53;8.84;9.89;0;0;0;0;6368;
RM;1993;0.76;8.78;9.88;0;0;0;0;6516;
RM;2033;0.86;8.78;9.88;0;0;0;0;6658;
RM;2073;0.42;8.77;9.88;0;0;0;0;6806;
RM;2113;0.53;8.77;9.88;0;0;0;0;6951;
RM;2154;-0.01;8.78;9.87;0;0;0;0;7107;
RM;2194;0.39;8.77;9.88;0;0;0;0;7250;
RM;2234;0.18;8.79;9.89;0;0;0;0;7390;
RM;2274;0.90;8.75;9.88;0;0;0;0;7531;
RM;2314;1.13;8.74;9.88;0;0;0;0;7674;
RM;2354;1.01;8.77;9.89;0;0;0;0;7806;
RM;2394;0.80;8.77;9.88;0;0;0;0;7949;
RM;2434;0.72;8.77;9.88;0;0;0;0;8092;
RM;2475;0.70;8.74;9.89;0;0;0;0;8245;
RM;2515;0.17;8.79;9.89;0;0;0;0;8396;
RM;2555;0.57;8.79;9.88;0;0;0;0;8538;
RM;2595;0.19;8.77;9.88;0;0;0;0;8679;
RM;2635;0.75;8.77;9.88;0;0;0;0;8820;
RM;2676;0.91;8.78;9.86;0;0;0;0;8970;
RM;2716;1.09;8.74;9.88;0;0;0;0;9114;
RM;2756;0.59;8.77;9.87;0;0;0;0;9255;
RM;2796;0.17;8.77;9.88;0;0;0;0;9401;
RM;2836;0.48;8.75;9.88;0;0;0;0;9544;
RM;2876;0.31;8.84;9.90;0;0;0;0;9689;
RM;2916;0.36;8.77;9.88;0;0;0;0;9831;
RM;2956;-0.10;8.77;9.87;0;0;0;0;9976;
RM;2997;0.30;8.74;9.88;0;0;0;0;10129;
RM;3037;1.16;8.75;9.92;0;0;0;0;10274;
RM;3077;1.03;8.82;9.91;0;0;0;0;10417;
RM;3117;0.71;8.75;9.87;0;0;0;0;10563;
RM;3158;0.59;8.78;9.85;0;0;0;0;10714;
RM;3198;0.40;8.78;9.87;0;0;0;0;10860;
RM;3238;0.22;8.81;9.90;0;0;0;0;11001;
RM;3278;0.45;8.75;9.90;0;0;0;0;11139;
RM;3318;0.24;8.74;9.89;0;0;0;0;11287;
RM;3358;0.25;8.72;9.89;0;0;0;0;11436;
RM;3398;0.52;8.75;9.88;0;0;0;0;11586;
RM;3438;0.99;8.82;9.86;0;0;0;0;11729;
RM;3478;1.12;8.72;9.87;0;0;0;0;11874;
RM;3519;0.73;8.75;9.88;0;0;0;0;12017;
RM;3559;0.39;8.75;9.90;0;0;0;0;12154;
RM;3599;0.93;8.75;9.88;0;0;0;0;12300;
RM;3639;0.53;8.77;9.89;0;0;0;0;12441;
RM;3680;0.23;8.75;9.90;0;0;0;0;12586;
RM;3720;0.96;8.75;9.89;0;0;0;0;12732;
RM;3760;1.20;8.75;9.88;0;0;0;0;12873;
RM;3800;0.96;8.78;9.88;0;0;0;0;13015;
RM;3840;1.40;8.77;9.87;0;0;0;0;13159;
RM;3880;1.04;8.71;9.87;0;0;0;0;13307;
RM;3920;0.57;8.75;9.87;0;0;0;0;13445;
RM;3960;1.01;8.74;9.89;0;0;0;0;13583;
RM;4000;0.90;8.78;9.88;0;0;0;0;13728;
RM;4041;0.44;8.74;9.89;0;0;0;0;13879;
RM;4081;0.89;8.71;9.87;0;0;0;0;14023;
RM;4121;1.09;8.77;9.88;0;0;0;0;14164;
RM;4161;1.52;8.79;9.89;0;0;0;0;14308;
RM;4202;1.00;8.72;9.89;0;0;0;0;14454;
RM;4242;0.83;8.71;9.90;0;0;0;0;14600;
RM;4282;0.59;8.72;9.88;0;0;0;0;14746;
RM;4322;0.82;8.71;9.89;0;0;0;0;14892;
RM;4362;0.35;8.77;9.86;0;0;0;0;15037;
RM;4402;0.64;8.72;9.90;0;0;0;0;15180;
RM;4442;0.54;8.77;9.89;0;0;0;0;15325;
RM;4482;1.00;8.77;9.88;0;0;0;0;15470;
RM;4523;0.90;8.78;9.87;0;0;0;0;15614;
RM;4563;0.58;8.71;9.89;0;0;0;0;15764;
RM;4603;0.35;8.72;9.88;0;0;0;0;15902;
RM;4643;0.51;8.71;9.87;0;0;0;0;16052;
RM;4683;0.26;8.74;9.89;0;0;0;0;16203;
RM;4724;0.38;8.77;9.89;0;0;0;0;16353;
RM;4764;0.25;8.71;9.90;0;0;0;0;16497;
RM;4804;-0.07;8.71;9.89;0;0;0;0;16630;
RM;4844;0.69;8.71;9.87;0;0;0;0;16766;
RM;4884;1.23;8.72;9.85;0;0;0;0;16913;
RM;4924;0.77;8.72;9.85;0;0;0;0;17060;
RM;4964;0.74;8.74;9.87;0;0;0;0;17205;
RM;5004;0.89;8.69;9.90;0;0;0;0;17354;
RM;5045;0.59;8.77;9.89;0;0;0;0;17507;
RM;5085;0.29;8.81;9.90;0;0;0;0;17651;
RM;5125;0.52;8.69;9.89;0;0;0;0;17796;
RM;5165;-0.04;8.72;9.88;0;0;0;0;17937;
RM;5206;0.68;8.69;9.86;0;0;0;0;18082;
RM;5246;0.95;8.77;9.85;0;0;0;0;18231;
RM;5286;0.58;8.72;9.87;0;0;0;0;18379;
RM;5326;0.69;8.71;9.87;0;0;0;0;18525;
RM;5366;1.15;8.75;9.89;0;0;0;0;18671;
RM;5406;0.09;8.71;9.91;0;0;0;0;18816;
RM;5446;0.37;8.78;9.90;0;0;0;0;18957;
RM;5486;0.09;8.72;9.88;0;0;0;0;19098;
RM;5526;0.17;8.71;9.87;0;0;0;0;19245;
RM;5567;0.35;8.69;9.88;0;0;0;0;19401;
RM;5607;0.81;8.69;9.87;0;0;0;0;19544;
RM;5647;0.94;8.77;9.88;0;0;0;0;19682;
RM;5687;0.67;8.75;9.88;0;0;0;0;19830;
RM;5728;0.65;8.71;9.90;0;0;0;0;19975;
RM;5768;-0.01;8.71;9.88;0;0;0;0;20120;
RM;5808;0.52;8.78;9.87;0;0;0;0;20260;
RM;5848;0.36;8.69;9.86;0;0;0;0;20414;
RM;5888;0.11;8.71;9.87;0;0;0;0;20561;
RM;5928;0.37;8.71;9.88;0;0;0;0;20705;
RM;5968;0.85;8.71;9.88;0;0;0;0;20847;
RM;6008;0.85;8.75;9.91;0;0;0;0;20992;
RM;6048;0.93;8.72;9.91;0;0;0;0;21130;
RM;6089;0.57;8.71;9.91;0;0;0;0;21275;
RM;6129;0.72;8.69;9.87;0;0;0;0;21424;
RM;6169;0.40;8.69;9.86;0;0;0;0;21570;
RM;6209;0.49;8.77;9.85;0;0;0;0;21718;
RM;6250;0.61;8.72;9.88;0;0;0;0;21876;
RM;6290;0.63;8.75;9.89;0;0;0;0;22015;
RM;6330;0.77;8.74;9.92;0;0;0;0;22151;
RM;6370;1.00;8.78;9.90;0;0;0;0;22288;
RM;6410;1.08;8.71;9.89;0;0;0;0;22426;
RM;6450;0.95;8.69;9.88;0;0;0;0;22572;
RM;6490;0.92;8.71;9.87;0;0;0;0;22716;
RM;6530;0.53;8.69;9.86;0;0;0;0;22862;
RM;6571;0.46;8.69;9.87;0;0;0;0;23010;
RM;6611;0.41;8.74;9.88;0;0;0;0;23155;
RM;6651;0.13;8.69;9.89;0;0;0;0;23296;
RM;6691;0.97;8.68;9.89;0;0;0;0;23433;
RM;6731;1.28;8.79;9.89;0;0;0;0;23570;
RM;6772;0.20;8.69;9.89;0;0;0;0;23722;
RM;6812;0.58;8.72;9.88;0;0;0;0;23863;
RM;6852;0.35;8.72;9.88;0;0;0;0;24009;
RM;6892;0.40;8.72;9.88;0;0;0;0;24156;
RM;6932;0.45;8.75;9.87;0;0;0;0;24299;
RM;6972;0.28;8.74;9.87;0;0;0;0;24444;
RM;7012;0.12;8.69;9.87;0;0;0;0;24584;
RM;7052;0.46;8.68;9.89;0;0;0;0;24726;
RM;7093;0.95;8.79;9.89;0;0;0;0;24871;
RM;7133;0.45;8.72;9.88;0;0;0;0;25011;
RM;7173;0.79;8.68;9.88;0;0;0;0;25154;
RM;7213;0.78;8.72;9.88;0;0;0;0;25296;
RM;7254;0.27;8.74;9.89;0;0;0;0;25448;
RM;7294;0.78;8.71;9.87;0;0;0;0;25595;
RM;7334;0.44;8.72;9.88;0;0;0;0;25733;
RM;7374;0.14;8.72;9.87;0;0;0;0;25879;
RM;7414;1.28;8.72;9.89;0;0;0;0;26023;
RM;7454;1.05;8.78;9.90;0;0;0;0;26165;
RM;7494;0.50;8.72;9.89;0;0;0;0;26310;
RM;7534;0.44;8.68;9.88;0;0;0;0;26449;
RM;7574;0.60;8.74;9.88;0;0;0;0;26588;
RM;7615;0.52;8.74;9.88;0;0;0;0;26742;
RM;7655;0.22;8.75;9.87;0;0;0;0;26884;
RM;7695;0.39;8.72;9.89;0;0;0;0;27028;
RM;7735;0.49;8.72;9.87;0;0;0;0;27167;
RM;7776;1.04;8.71;9.89;0;0;0;0;27318;
RM;7816;0.65;8.72;9.88;0;0;0;0;27465;
RM;7856;0.60;8.72;9.89;0;0;0;0;27610;
RM;7896;0.75;8.74;9.89;0;0;0;0;27754;
RM;7936;0.39;8.68;9.89;0;0;0;0;27896;
RM;7976;0.67;8.68;9.87;0;0;0;0;28047;
RM;8016;0.15;8.75;9.89;0;0;0;0;28188;
RM;8056;0.45;8.71;9.87;0;0;0;0;28330;
RM;8096;-0.01;8.68;9.87;0;0;0;0;28472;
RM;8137;0.96;8.68;9.88;0;0;0;0;28621;
RM;8177;0.94;8.78;9.89;0;0;0;0;28766;
RM;8217;0.70;8.72;9.89;0;0;0;0;28904;
RM;8257;0.34;8.74;9.88;0;0;0;0;29047;
RM;8298;0.67;8.71;9.90;0;0;0;0;29200;
RM;8338;0.26;8.68;9.88;0;0;0;0;29347;
RM;8378;0.26;8.78;9.87;0;0;0;0;29488;
RM;8418;0.54;8.68;9.88;0;0;0;0;29632;
RM;8458;0.33;8.71;9.86;0;0;0;0;29776;
RM;8498;0.86;8.71;9.88;0;0;0;0;29920;
RM;8538;1.45;8.72;9.87;0;0;0;0;30057;
RM;8578;1.09;8.79;9.88;0;0;0;0;30196;
RM;8619;0.42;8.66;9.88;0;0;0;0;30344;
RM;8659;0.42;8.68;9.88;0;0;0;0;30496;
RM;8699;0.62;8.74;9.88;0;0;0;0;30641;
RM;8739;0.17;8.75;9.88;0;0;0;0;30789;
RM;8779;-0.01;8.71;9.89;0;0;0;0;30930;
RM;8820;0.61;8.72;9.90;0;0;0;0;31079;
RM;8860;0.73;8.68;9.88;0;0;0;0;31220;
RM;8900;0.40;8.68;9.88;0;0;0;0;31365;
RM;8940;0.85;8.69;9.90;0;0;0;0;31505;
RM;8980;0.57;8.74;9.89;0;0;0;0;31647;
RM;9020;0.46;8.71;9.90;0;0;0;0;31793;
RM;9060;0.30;8.69;9.90;0;0;0;0;31935;
RM;9100;0.43;8.69;9.90;0;0;0;0;32080;
RM;9141;0.27;8.72;9.86;0;0;0;0;32233;
RM;9181;0.25;8.68;9.82;0;0;0;0;32370;
RM;9221;0.53;8.69;9.89;0;0;0;0;32512;
RM;9261;0.61;8.71;9.92;0;0;0;0;32654;
RM;9302;0.77;8.77;9.89;0;0;0;0;32807;
RM;9342;0.30;8.69;9.86;0;0;0;0;32961;
RM;9382;0.58;8.72;9.88;0;0;0;0;33103;
RM;9422;0.42;8.72;9.93;0;0;0;0;33242;
RM;9462;0.01;8.75;9.94;0;0;0;0;33381;
RM;9502;0.57;8.69;9.92;0;0;0;0;33520;
RM;9542;-0.20;8.69;9.83;0;0;0;0;33668;
RM;9582;0.14;8.69;9.89;0;0;0;0;33807;
RM;9622;0.50;8.66;9.84;0;0;0;0;33955;
RM;9663;0.97;8.74;9.90;0;0;0;0;34103;
RM;9703;0.65;8.66;9.89;0;0;0;0;34250;
RM;9743;0.75;8.66;9.87;0;0;0;0;34396;
RM;9783;-0.13;8.72;9.88;0;0;0;0;34544;
RM;9824;0.55;8.66;9.92;0;0;0;0;34692;
RM;9864;0.21;8.74;9.82;0;0;0;0;34835;
RM;9904;0.90;8.66;9.99;0;0;0;0;34973;
RM;9944;0.91;8.66;9.86;0;0;0;0;35112;
RM;9984;0.55;8.66;9.85;0;0;0;0;35254;
