RM;958;-0.45;7.65;-2060.05;0;0;0;0
RM;1503;-0.12;7.45;-1831.14;0;0;0;0
RM;1610;-0.56;7.46;-1144.31;0;0;0;0
RM;1728;-0.02;7.45;-457.46;0;0;0;0
RM;1930;0.09;7.47;-228.55;0;0;0;0
RM;2048;-0.47;7.47;0.32;0;0;0;0
RM;2155;-0.44;7.46;0.04;0;0;0;0
RM;2368;-0.13;7.45;-0.08;0;0;0;0
RM;2499;-0.16;7.43;-0.29;0;0;0;0
RM;2606;-0.29;7.45;-0.16;0;0;0;0
RM;2807;-0.17;7.45;-0.14;0;0;0;0
RM;2937;0.04;7.45;-0.06;0;0;0;0
RM;3056;0.20;7.45;-0.10;0;0;0;0
RM;3163;-0.36;7.45;-0.00;0;0;0;0
RM;3294;-0.19;7.45;0.00;0;0;0;0
RM;3411;-0.18;7.45;-0.05;0;0;0;0
RM;3531;-0.33;7.45;-0.11;0;0;0;0
RM;3674;-0.34;7.45;-0.16;0;0;0;0
RM;3804;-0.17;7.45;-0.11;0;0;0;0
RM;3934;0.00;7.45;-0.25;0;0;0;0
RM;4052;-0.14;7.43;-0.20;0;0;0;0
RM;4171;0.10;7.43;-0.03;0;0;0;0
RM;4278;-0.15;7.45;-0.01;0;0;0;0
RM;4384;0.31;7.42;0.06;0;0;0;0
RM;4515;0.01;7.43;-0.03;0;0;0;0
RM;4622;0.25;7.42;0.08;0;0;0;0
RM;4741;-0.06;7.43;0.17;0;0;0;0
RM;4847;-0.26;7.42;0.08;0;0;0;0
RM;5002;-0.02;7.42;-0.07;0;0;0;0
RM;5132;-0.02;7.42;-0.22;0;0;0;0
RM;5263;-0.15;7.42;-0.21;0;0;0;0
RM;5393;0.08;7.42;-0.17;0;0;0;0
RM;5524;-0.30;7.40;0.01;0;0;0;0
RM;5642;-0.26;7.42;0.17;0;0;0;0
RM;5773;-0.24;7.40;0.20;0;0;0;0
RM;5904;0.04;7.40;-0.15;0;0;0;0
RM;6046;-0.36;7.40;-0.20;0;0;0;0
RM;6152;-0.39;7.40;-0.20;0;0;0;0
RM;6272;-0.27;7.40;-0.18;0;0;0;0
RM;6378;-0.35;7.39;-0.01;0;0;0;0
RM;6533;-0.22;7.40;0.06;0;0;0;0
RM;6675;-0.29;7.39;0.07;0;0;0;0
RM;6817;-0.31;7.40;-0.12;0;0;0;0
RM;6924;-0.20;7.39;-0.17;0;0;0;0
RM;7066;0.03;7.40;-0.30;0;0;0;0
RM;7208;-0.08;7.39;-0.16;0;0;0;0
RM;7363;-0.27;7.39;-0.20;0;0;0;0
RM;7493;-0.04;7.39;-0.30;0;0;0;0
RM;7612;-0.17;7.39;-0.30;0;0;0;0
RM;7731;-0.53;7.37;-0.22;0;0;0;0
RM;7862;-0.30;7.37;-0.30;0;0;0;0
RM;7980;-0.78;7.37;-0.30;0;0;0;0
RM;8087;-0.48;7.37;-0.34;0;0;0;0
RM;8217;-0.25;7.37;-0.24;0;0;0;0
RM;8336;-0.44;7.37;-0.28;0;0;0;0
RM;8478;-0.19;7.37;-0.44;0;0;0;0
RM;8633;-0.16;7.37;-0.27;0;0;0;0
RM;8775;-0.06;7.36;-0.13;0;0;0;0
RM;8893;-0.20;7.37;-0.04;0;0;0;0
RM;9000;0.24;7.36;0.06;0;0;0;0
RM;9143;-0.01;7.36;0.06;0;0;0;0
RM;9261;-0.04;7.37;0.15;0;0;0;0
RM;9368;-0.48;7.33;-0.03;0;0;0;0
RM;9475;-0.03;7.34;-0.03;0;0;0;0
RM;9593;0.20;7.36;0.20;0;0;0;0
RM;9736;-0.05;7.36;0.12;0;0;0;0
RM;9853;0.12;7.36;0.20;0;0;0;0
RM;9973;0.20;7.34;0.17;0;0;0;0
RM;10116;-0.16;7.36;0.09;0;0;0;0
RM;10246;0.12;7.34;0.16;0;0;0;0
RM;10364;0.29;7.34;0.05;0;0;0;0
RM;10507;-0.02;7.36;0.09;0;0;0;0
RM;10613;-0.21;7.34;0.07;0;0;0;0
RM;10744;0.34;7.34;0.21;0;0;0;0
RM;10851;0.39;7.34;0.23;0;0;0;0
RM;10970;0.34;7.34;0.16;0;0;0;0
RM;11076;0.03;7.33;0.16;0;0;0;0
RM;11195;0.04;7.33;0.12;0;0;0;0
RM;11301;0.13;7.34;0.18;0;0;0;0
RM;11409;0.14;7.31;0.16;0;0;0;0
RM;11564;0.48;7.33;0.25;0;0;0;0
RM;11694;0.41;7.34;0.22;0;0;0;0
RM;11848;-0.08;7.34;0.37;0;0;0;0
RM;11955;0.20;7.33;0.45;0;0;0;0
RM;12061;-0.11;7.33;0.36;0;0;0;0
RM;12181;-0.25;7.33;0.33;0;0;0;0
RM;12300;-0.21;7.33;0.16;0;0;0;0
RM;12418;0.17;7.33;0.20;0;0;0;0
RM;12525;-0.08;7.31;0.32;0;0;0;0
RM;12655;-0.09;7.33;0.07;0;0;0;0
RM;12763;0.15;7.33;0.17;0;0;0;0
RM;12868;0.18;7.33;0.12;0;0;0;0
RM;13024;0.20;7.31;0.35;0;0;0;0
RM;13177;0.59;7.33;0.42;0;0;0;0
RM;13285;-0.06;7.31;0.44;0;0;0;0
RM;13391;0.18;7.31;0.34;0;0;0;0
RM;13522;-0.01;7.31;0.20;0;0;0;0
RM;13640;0.23;7.31;0.38;0;0;0;0
RM;13748;0.04;7.31;0.51;0;0;0;0
RM;13854;-0.33;7.31;0.48;0;0;0;0
RM;13973;0.29;7.31;0.50;0;0;0;0
RM;14104;-0.13;7.31;0.01;0;0;0;0
RM;14246;0.40;7.30;0.07;0;0;0;0
RM;14389;0.03;7.31;0.02;0;0;0;0
RM;14495;-0.15;7.30;0.01;0;0;0;0
RM;14614;-0.03;7.30;-0.05;0;0;0;0
RM;14721;0.00;7.31;-0.05;0;0;0;0
RM;14828;-0.22;7.30;-0.04;0;0;0;0
RM;14947;-0.39;7.30;-0.17;0;0;0;0
RM;15101;-0.41;7.31;-0.09;0;0;0;0
RM;15208;0.04;7.28;-0.08;0;0;0;0
RM;15339;-0.77;7.30;-0.21;0;0;0;0
RM;15468;-1.06;7.30;-0.49;0;0;0;0
RM;15577;-0.87;7.30;-0.53;0;0;0;0
RM;15730;-1.18;7.30;-0.69;0;0;0;0
RM;15873;-1.23;7.30;-0.89;0;0;0;0
RM;16004;-1.13;7.30;-1.00;0;0;0;0
RM;16134;-1.40;7.30;-1.15;0;0;0;0
RM;16240;-1.48;7.30;-1.18;0;0;0;0
RM;16348;-1.54;7.30;-1.23;0;0;0;0
RM;16490;-1.47;7.28;-1.28;0;0;0;0
RM;16596;-1.65;7.30;-1.20;0;0;0;0
RM;16740;-1.59;7.30;-1.30;0;0;0;0
RM;16846;-1.89;7.30;-1.51;0;0;0;0
RM;16954;-1.41;7.28;-1.59;0;0;0;0
RM;17060;-1.43;7.27;-1.55;0;0;0;0
RM;17203;-1.37;7.28;-1.57;0;0;0;0
RM;17333;-1.48;7.28;-1.44;0;0;0;0
RM;17452;-1.37;7.28;-1.50;0;0;0;0
RM;17570;-1.72;7.28;-1.46;0;0;0;0
RM;17689;-1.44;7.28;-1.51;0;0;0;0
RM;17855;-1.50;7.27;-1.55;0;0;0;0
RM;17963;-1.56;7.27;-1.49;0;0;0;0
RM;18068;-1.87;7.28;-1.62;0;0;0;0
RM;18211;-1.56;7.28;-1.64;0;0;0;0
RM;18329;-1.94;7.28;-1.55;0;0;0;0
RM;18449;-1.41;7.28;-1.35;0;0;0;0
RM;18579;-1.82;7.27;-1.35;0;0;0;0
RM;18710;-1.52;7.28;-1.25;0;0;0;0
RM;18817;-1.29;7.27;-1.22;0;0;0;0
RM;18948;-1.83;7.27;-1.43;0;0;0;0
RM;19065;-1.53;7.27;-1.60;0;0;0;0
RM;19185;-1.81;7.27;-1.56;0;0;0;0
RM;19304;-1.36;7.27;-1.50;0;0;0;0
RM;19409;-1.55;7.27;-1.56;0;0;0;0
RM;19529;-1.71;7.25;-1.47;0;0;0;0
RM;19636;-1.50;7.27;-1.33;0;0;0;0
RM;19778;-1.83;7.25;-1.39;0;0;0;0
RM;19896;-1.77;7.27;-1.48;0;0;0;0
RM;20016;-1.78;7.27;-1.58;0;0;0;0
RM;20133;-1.60;7.27;-1.59;0;0;0;0
RM;20241;-1.46;7.25;-1.38;0;0;0;0
RM;20396;-1.40;7.27;-1.30;0;0;0;0
RM;20538;-1.68;7.25;-1.34;0;0;0;0
RM;20668;-1.56;7.25;-1.45;0;0;0;0
RM;20787;-2.00;7.25;-1.59;0;0;0;0
RM;20905;-1.57;7.25;-1.63;0;0;0;0
RM;21024;-1.47;7.25;-1.58;0;0;0;0
RM;21131;-1.64;7.25;-1.62;0;0;0;0
RM;21285;-1.64;7.25;-1.65;0;0;0;0
RM;21428;-1.71;7.25;-1.71;0;0;0;0
RM;21558;-1.89;7.25;-1.76;0;0;0;0
RM;21664;-2.10;7.25;-1.79;0;0;0;0
RM;21784;-2.63;7.25;-1.87;0;0;0;0
RM;21890;-2.76;7.25;-2.18;0;0;0;0
RM;21997;-3.16;7.25;-2.38;0;0;0;0
RM;22116;-3.96;7.24;-2.77;0;0;0;0
RM;22247;-4.60;7.21;-3.49;0;0;0;0
RM;22389;-5.39;7.24;-4.38;0;0;0;0
RM;22496;-5.56;7.23;-4.94;0;0;0;0
RM;22627;-6.76;7.23;-5.43;0;0;0;0
RM;22769;-8.27;7.21;-6.64;0;0;0;0
RM;22876;-9.38;7.23;-7.65;0;0;0;0
RM;22994;-9.95;7.20;-8.92;0;0;0;0
RM;23101;-10.05;7.14;-9.65;0;0;0;0
RM;23220;-11.26;7.21;-10.43;0;0;0;0
RM;23339;-11.96;7.12;-10.79;0;0;0;0
RM;23445;-11.98;7.21;-11.19;0;0;0;0
RM;23564;-12.89;7.20;-11.78;0;0;0;0
RM;23718;-13.85;7.21;-12.42;0;0;0;0
RM;23825;-14.78;7.21;-13.16;0;0;0;0
RM;23931;-14.89;7.15;-14.08;0;0;0;0
RM;24086;-15.42;7.21;-14.89;0;0;0;0
RM;24193;-16.78;7.15;-15.56;0;0;0;0
RM;24311;-17.78;70
RM;24430;-19.06;7.11;-17.24;0;0;0;0
RM;24549;-19.10;7.20;-17.98;0;0;0;0
RM;24691;-18.91;7.18;-18.62;0;0;0;0
RM;24799;-18.69;7.18;-19.06;0;0;0;0
RM;24916;-19.49;7.17;-19.10;0;0;0;0
RM;25048;-18.70;7.20;-19.11;0;0;0;.21;-19.15;0;0;0;0
RM;25284;-19.47;7.21;-19.27;0;0;0;0
RM;26270;-18.94;7.21;-19.03;0;0;0;0
RM;26376;-19.36;7.21;-19.07;0;0;0;0
RM;26507;-18.70;7.21;-19.11;0;0;0;0
RM;26613;-19.12;7.21;-19.17;0;0;0;0
RM;26732;-19.03;7.21;-19.15;0;0;0;0
RM;26851;-19.14;7.21;-19.12;0;0;0;0
RM;26957;-19.15;7.21;-19.07;0;0;0;0
.20;-19.08;0;0;0;0
RM;27243;-19.15;7.21;-19.13;0;0;0;0
RM;27361;-19.09;70
.20;-19.16;0;0;0;RM;27586;-19.35;7.21;-19.17;0;0;0;0
RM;27718;-19.21;7.20;-19.15;0;0;0;0
RM;27872;-19.16;7.21;-19.14;0;0;0;0
.20;-19.05;0;0;0;0
RM;28085;-19.18;7.21;-19.10;0;0;0;0
RM;28204;-18.87;7RM;28322;-18.83;7.20;-19.01;0;0;0;0
RM;28571;-18.96;70
RM;28690;-19.06;7.20;-19.05;0;0;0;0
RM;28797;-19.12;7.18;-19.09;0;0;0;0
.20;-19.09;0;0;0;RM;29059;-19.29;70
RM;29639;-19.43;7.20;-19.17;0;0;0;0
RM;29771;-19.14;7.20;-19.19;0;0;0;0
RM;29914;-19.14;7.18;-19.19;0;0;0;0
RM;30044;-19.19;7.20;-19.12;0;0;0;0
RM;30162;-19.26;7.20;-19.18;0;0;0;0
RM;30280;-18.92;7.18;-19.30;0;0;0;0
RM;30400;-19.52;7.20;-19.34;0;0;0;0
RM;30518;-19.27;7.20;-19.20;0;0;0;0
