230422-164612
RM;1506;0.49;0.32;7.96;0.00;0;0;0;0;0;99771.73;28.62;31;
RM;1528;0.31;0.32;7.83;0.00;0;0;0;0;19;99773.87;28.62;31;
RM;1548;0.86;0.40;7.83;0.00;0;0;0;0;15;99767.31;28.60;62;
RM;1568;1.03;0.50;7.83;0.00;0;0;0;0;15;99765.30;28.60;62;
RM;1588;1.03;0.60;7.83;0.00;0;0;0;0;16;99765.30;28.60;93;
RM;1608;0.49;0.58;7.81;0.00;0;0;0;0;15;99771.73;28.62;93;
RM;1644;0.73;0.60;7.80;0.00;0;0;0;0;34;99768.82;28.61;124;
RM;1664;1.08;0.67;7.81;0.00;0;0;0;0;14;99764.68;28.61;124;
RM;1684;0.53;0.65;7.81;0.00;0;0;0;0;15;99771.21;28.63;155;
RM;1861;0.10;0.57;7.90;0.00;0;0;0;0;175;99776.37;28.66;186;
RM;1881;0.27;0.53;7.90;0.00;0;0;0;0;15;99774.25;28.65;186;
RM;1901;1.13;0.62;7.81;0.00;0;0;0;0;15;99764.20;28.62;217;
RM;1921;0.77;0.64;7.81;0.00;0;0;0;0;15;99768.34;28.62;217;
RM;1941;0.70;0.65;7.80;0.00;0;0;0;0;15;99769.22;28.64;248;
RM;1961;0.58;0.64;7.80;0.00;0;0;0;0;15;99770.59;28.64;248;
RM;1981;0.04;0.57;7.80;0.00;0;0;0;0;15;99777.02;28.65;279;
RM;2001;0.10;0.50;7.80;0.00;0;0;0;0;15;99776.37;28.66;279;
RM;2021;0.29;0.47;7.80;0.00;0;0;0;0;16;99774.13;28.64;310;
RM;2197;0.48;0.47;7.89;0.00;0;0;0;0;174;99771.88;28.68;341;
RM;2217;-0.29;0.38;7.89;0.00;0;0;0;0;15;99780.82;28.68;341;
RM;2237;0.57;0.41;7.90;0.00;0;0;0;0;15;99770.73;28.65;373;
RM;2257;0.39;0.41;7.80;0.00;0;0;0;0;15;99772.87;28.65;373;
RM;2277;0.74;0.45;7.78;0.00;0;0;0;0;16;99768.72;28.65;404;
RM;2297;0.25;0.42;7.80;0.00;0;0;0;0;15;99774.52;28.67;404;
RM;2317;0.49;0.43;7.78;0.00;0;0;0;0;16;99771.77;28.67;435;
RM;2337;0.26;0.41;7.77;0.00;0;0;0;0;15;99774.38;28.66;435;
RM;2491;-0.19;0.35;7.86;0.00;0;0;0;0;152;99779.68;28.70;467;
RM;2511;-0.07;0.30;7.78;0.00;0;0;0;0;15;99778.30;28.70;467;
RM;2531;0.37;0.31;7.77;0.00;0;0;0;0;16;99773.14;28.67;499;
RM;2567;0.25;0.30;7.87;0.00;0;0;0;0;34;99774.52;28.67;530;
RM;2587;0.55;0.33;7.75;0.00;0;0;0;0;15;99771.00;28.67;530;
RM;2616;0.49;0.34;7.72;0.00;0;0;0;0;26;99771.77;28.67;561;
RM;2636;0.77;0.39;7.77;0.00;0;0;0;0;15;99768.38;28.68;561;
RM;2656;0.01;0.35;7.89;0.00;0;0;0;0;16;99777.41;28.68;592;
RM;2676;0.30;0.34;7.78;0.00;0;0;0;0;15;99774.01;28.69;592;
RM;2699;-0.05;0.30;7.75;0.00;0;0;0;0;21;99778.05;28.68;624;
RM;2723;-0.01;0.26;7.75;0.00;0;0;0;0;20;99777.54;28.69;624;
RM;2743;-0.13;0.22;7.77;0.00;0;0;0;0;16;99778.92;28.69;656;
RM;2763;0.47;0.25;7.86;0.00;0;0;0;0;15;99772.02;28.69;656;
RM;2783;-0.14;0.20;7.86;0.00;0;0;0;0;16;99779.06;28.70;687;
RM;2803;0.05;0.18;7.78;0.00;0;0;0;0;15;99776.92;28.70;687;
RM;2823;0.40;0.21;7.77;0.00;0;0;0;0;16;99772.77;28.70;718;
RM;2843;0.75;0.27;7.77;0.00;0;0;0;0;15;99768.62;28.70;718;
RM;2863;-0.17;0.21;7.77;0.00;0;0;0;0;16;99779.46;28.73;749;
RM;2886;0.45;0.25;7.75;0.00;0;0;0;0;21;99772.14;28.70;749;
RM;2906;-0.08;0.20;7.74;0.00;0;0;0;0;15;99778.45;28.71;780;
RM;2926;0.09;0.19;7.74;0.00;0;0;0;0;15;99776.44;28.71;780;
RM;2946;0.45;0.22;7.86;0.00;0;0;0;0;16;99772.14;28.70;811;
RM;2966;0.32;0.23;7.78;0.00;0;0;0;0;15;99773.67;28.71;811;
RM;2987;0.52;0.27;7.77;0.00;0;0;0;0;15;99771.39;28.70;842;
RM;3007;1.03;0.35;7.77;0.00;0;0;0;0;15;99765.38;28.71;842;
RM;3027;0.80;0.42;7.77;0.00;0;0;0;0;15;99768.00;28.70;873;
RM;3051;1.14;0.52;7.74;0.00;0;0;0;0;21;99763.99;28.71;873;
RM;3072;0.79;0.56;7.75;0.00;0;0;0;0;14;99768.15;28.71;904;
RM;3092;1.31;0.68;7.74;0.00;0;0;0;0;15;99761.96;28.72;904;
RM;3139;1.11;0.76;7.84;0.00;0;0;0;0;45;99764.38;28.74;935;
RM;3159;1.34;0.86;7.83;0.00;0;0;0;0;16;99761.61;28.74;935;
RM;3179;1.49;0.98;7.78;0.00;0;0;0;0;15;99759.84;28.71;966;
RM;3200;1.14;1.01;7.77;0.00;0;0;0;0;15;99763.99;28.71;966;
RM;3220;0.87;0.99;7.77;0.00;0;0;0;0;15;99767.15;28.74;997;
RM;3240;1.43;1.06;7.75;0.00;0;0;0;0;15;99760.59;28.72;997;
RM;3264;1.60;1.15;7.80;0.00;0;0;0;0;21;99758.57;28.72;1028;
RM;3284;1.66;1.23;7.86;0.00;0;0;0;0;15;99757.83;28.72;1028;
RM;3304;0.96;1.19;7.74;0.00;0;0;0;0;15;99766.11;28.72;1059;
RM;3328;1.02;1.16;7.74;0.00;0;0;0;0;20;99765.48;28.72;1059;
RM;3348;0.81;1.10;7.75;0.00;0;0;0;0;15;99767.91;28.75;1090;
RM;3368;1.43;1.15;7.75;0.00;0;0;0;0;15;99760.59;28.72;1090;
RM;3391;0.95;1.12;7.74;0.00;0;0;0;0;20;99766.24;28.73;1121;
RM;3411;1.13;1.12;7.75;0.00;0;0;0;0;15;99764.10;28.72;1121;
RM;3435;1.55;1.18;7.74;0.00;0;0;0;0;21;99759.20;28.72;1152;
RM;3456;0.96;1.15;7.75;0.00;0;0;0;0;15;99766.11;28.72;1152;
RM;3476;1.23;1.16;7.75;0.00;0;0;0;0;15;99763.00;28.74;1183;
RM;3496;1.29;1.17;7.75;0.00;0;0;0;0;15;99762.27;28.74;1183;
RM;3516;1.07;1.16;7.74;0.00;0;0;0;0;15;99764.86;28.73;1214;
RM;3536;1.30;1.18;7.72;0.00;0;0;0;0;15;99762.09;28.73;1214;
RM;3556;1.37;1.20;7.84;0.00;0;0;0;0;16;99761.34;28.72;1245;
RM;3576;1.37;1.21;7.87;0.00;0;0;0;0;15;99761.34;28.72;1245;
RM;3596;1.59;1.25;7.75;0.00;0;0;0;0;16;99758.72;28.73;1276;
RM;3619;0.58;1.18;7.74;0.00;0;0;0;0;21;99770.67;28.75;1276;
RM;3639;1.24;1.19;7.74;0.00;0;0;0;0;15;99762.87;28.73;1307;
RM;3659;1.29;1.20;7.75;0.00;0;0;0;0;15;99762.27;28.74;1307;
RM;3695;1.34;1.21;7.72;0.00;0;0;0;0;34;99761.61;28.74;1338;
RM;3715;1.41;1.23;7.74;0.00;0;0;0;0;16;99760.88;28.74;1338;
RM;3735;1.46;1.25;7.74;0.00;0;0;0;0;15;99760.23;28.74;1369;
RM;3764;1.17;1.25;7.72;0.00;0;0;0;0;27;99763.65;28.74;1400;
RM;3784;1.34;1.26;7.74;0.00;0;0;0;0;15;99761.61;28.74;1400;
RM;3804;0.97;1.23;7.74;0.00;0;0;0;0;16;99766.04;28.76;1431;
RM;3836;1.69;1.27;7.72;0.00;0;0;0;0;30;99757.46;28.74;1462;
RM;3856;1.10;1.26;7.74;0.00;0;0;0;0;15;99764.52;28.75;1462;
RM;3876;1.09;1.24;7.74;0.00;0;0;0;0;15;99764.66;28.76;1493;
RM;3896;1.27;1.24;7.74;0.00;0;0;0;0;16;99762.52;28.76;1493;
RM;3916;1.10;1.23;7.74;0.00;0;0;0;0;15;99764.52;28.75;1524;
RM;3936;1.27;1.23;7.74;0.00;0;0;0;0;16;99762.52;28.76;1524;
RM;3956;1.85;1.28;7.86;0.00;0;0;0;0;15;99755.61;28.76;1555;
RM;3976;1.22;1.28;7.74;0.00;0;0;0;0;16;99763.13;28.75;1555;
RM;3997;0.98;1.25;7.72;0.00;0;0;0;0;19;99765.90;28.75;1586;
RM;4017;0.84;1.21;7.74;0.00;0;0;0;0;16;99767.52;28.77;1586;
RM;4037;1.27;1.22;7.74;0.00;0;0;0;0;15;99762.52;28.76;1617;
RM;4060;1.27;1.22;7.72;0.00;0;0;0;0;21;99762.52;28.76;1617;
RM;4080;1.56;1.25;7.74;0.00;0;0;0;0;15;99758.99;28.75;1648;
RM;4100;1.27;1.25;7.86;0.00;0;0;0;0;16;99762.52;28.76;1648;
RM;4120;1.02;1.23;7.75;0.00;0;0;0;0;15;99765.41;28.77;1679;
RM;4140;0.97;1.21;7.74;0.00;0;0;0;0;15;99766.04;28.76;1679;
RM;4162;1.32;1.22;7.72;0.00;0;0;0;0;20;99761.89;28.76;1710;
RM;4187;1.44;1.24;7.72;0.00;0;0;0;0;22;99760.51;28.76;1710;
RM;4207;1.32;1.25;7.74;0.00;0;0;0;0;14;99761.89;28.76;1741;
RM;4227;1.55;1.27;7.86;0.00;0;0;0;0;16;99759.13;28.76;1741;
RM;4262;0.90;1.24;7.84;0.00;0;0;0;0;33;99766.80;28.77;1772;
RM;4282;0.94;1.21;7.80;0.00;0;0;0;0;16;99766.41;28.79;1772;
RM;4302;0.96;1.19;7.77;0.00;0;0;0;0;15;99766.14;28.77;1803;
RM;4322;1.09;1.18;7.74;0.00;0;0;0;0;16;99764.66;28.76;1803;
RM;4342;0.90;1.15;7.74;0.00;0;0;0;0;15;99766.80;28.77;1834;
RM;4366;1.19;1.15;7.72;0.00;0;0;0;0;22;99763.38;28.77;1834;
RM;4395;0.36;1.08;7.81;0.00;0;0;0;0;26;99773.19;28.78;1865;
RM;4415;0.16;0.98;7.83;0.00;0;0;0;0;15;99775.58;28.81;1865;
RM;4435;0.96;0.98;7.74;0.00;0;0;0;0;15;99766.14;28.77;1896;
RM;4455;0.25;0.89;7.74;0.00;0;0;0;0;15;99774.58;28.78;1896;
RM;4475;-0.07;0.75;7.72;0.00;0;0;0;0;15;99778.35;28.81;1927;
RM;4495;0.60;0.72;7.74;0.00;0;0;0;0;16;99770.43;28.78;1927;
RM;4515;0.73;0.72;7.74;0.00;0;0;0;0;15;99768.91;28.77;1958;
RM;4535;0.12;0.64;7.69;0.00;0;0;0;0;16;99776.09;28.79;1958;
RM;4558;0.54;0.62;7.71;0.00;0;0;0;0;21;99771.05;28.78;1989;
RM;4578;0.60;0.62;7.84;0.00;0;0;0;0;15;99770.43;28.78;1989;
RM;4598;0.18;0.57;7.74;0.00;0;0;0;0;15;99775.34;28.79;2020;
RM;4618;0.07;0.50;7.74;0.00;0;0;0;0;16;99776.73;28.79;2020;
RM;4638;0.47;0.50;7.67;0.00;0;0;0;0;15;99771.95;28.79;2051;
RM;4658;0.41;0.49;7.68;0.00;0;0;0;0;16;99772.58;28.79;2051;
RM;4678;-0.10;0.42;7.71;0.00;0;0;0;0;15;99778.66;28.83;2082;
RM;4698;0.24;0.40;7.72;0.00;0;0;0;0;16;99774.71;28.79;2082;
RM;4721;0.47;0.41;7.71;0.00;0;0;0;0;21;99771.95;28.79;2113;
RM;4741;-0.24;0.33;7.84;0.00;0;0;0;0;16;99780.24;28.79;2113;
RM;4771;0.06;0.30;7.71;0.00;0;0;0;0;27;99776.85;28.80;2144;
RM;4791;0.59;0.33;7.72;0.00;0;0;0;0;16;99770.56;28.79;2144;
RM;4827;0.11;0.30;7.71;0.00;0;0;0;0;34;99776.20;28.80;2175;
RM;4847;0.17;0.29;7.72;0.00;0;0;0;0;15;99775.46;28.80;2175;
RM;4867;0.06;0.26;7.81;0.00;0;0;0;0;16;99776.85;28.80;2206;
RM;4887;0.16;0.25;7.74;0.00;0;0;0;0;15;99775.58;28.81;2206;
RM;4907;0.52;0.28;7.72;0.00;0;0;0;0;15;99771.32;28.80;2237;
RM;4930;0.51;0.30;7.71;0.00;0;0;0;0;21;99771.44;28.81;2237;
RM;4953;0.68;0.35;7.69;0.00;0;0;0;0;20;99769.46;28.81;2268;
RM;4973;0.52;0.37;7.71;0.00;0;0;0;0;15;99771.32;28.80;2268;
RM;4993;0.58;0.39;7.71;0.00;0;0;0;0;15;99770.67;28.80;2299;
RM;5021;0.28;0.38;7.69;0.00;0;0;0;0;26;99774.20;28.81;2330;
RM;5041;0.11;0.35;7.71;0.00;0;0;0;0;16;99776.20;28.80;2330;
RM;5061;0.46;0.36;7.72;0.00;0;0;0;0;15;99772.05;28.80;2361;
RM;5081;0.11;0.34;7.72;0.00;0;0;0;0;16;99776.20;28.80;2361;
RM;5104;0.23;0.33;7.71;0.00;0;0;0;0;21;99774.82;28.80;2392;
RM;5124;0.34;0.33;7.72;0.00;0;0;0;0;16;99773.44;28.80;2392;
RM;5144;-0.40;0.26;7.72;0.00;0;0;0;0;15;99782.14;28.83;2423;
RM;5164;-0.01;0.23;7.72;0.00;0;0;0;0;15;99777.59;28.80;2423;
RM;5184;-0.07;0.20;7.72;0.00;0;0;0;0;15;99778.35;28.81;2455;
RM;5204;-0.48;0.12;7.72;0.00;0;0;0;0;15;99783.05;28.85;2455;
RM;5224;0.21;0.14;7.72;0.00;0;0;0;0;15;99774.99;28.81;2487;
RM;5244;0.56;0.19;7.71;0.00;0;0;0;0;15;99770.84;28.81;2487;
RM;5264;0.33;0.21;7.71;0.00;0;0;0;0;16;99773.61;28.81;2518;
RM;5287;0.75;0.27;7.71;0.00;0;0;0;0;21;99768.67;28.81;2518;
RM;5307;0.68;0.32;7.71;0.00;0;0;0;0;14;99769.46;28.81;2549;
RM;5327;0.43;0.34;7.72;0.00;0;0;0;0;15;99772.47;28.83;2549;
RM;5347;0.07;0.30;7.71;0.00;0;0;0;0;16;99776.62;28.83;2580;
RM;5383;0.66;0.35;7.69;0.00;0;0;0;0;34;99769.70;28.83;2611;
RM;5403;0.52;0.37;7.71;0.00;0;0;0;0;15;99771.37;28.85;2611;
RM;5423;1.03;0.45;7.71;0.00;0;0;0;0;16;99765.31;28.81;2642;
RM;5443;0.90;0.51;7.71;0.00;0;0;0;0;15;99766.83;28.82;2642;
RM;5472;0.65;0.53;7.69;0.00;0;0;0;0;27;99769.84;28.84;2673;
RM;5492;0.78;0.57;7.71;0.00;0;0;0;0;15;99768.22;28.82;2673;
RM;5512;1.31;0.66;7.71;0.00;0;0;0;0;16;99762.06;28.83;2704;
RM;5532;1.00;0.72;7.71;0.00;0;0;0;0;15;99765.70;28.84;2704;
RM;5552;1.00;0.76;7.71;0.00;0;0;0;0;16;99765.70;28.84;2735;
RM;5572;1.60;0.88;7.83;0.00;0;0;0;0;15;99758.64;28.83;2735;
RM;5592;1.24;0.94;7.83;0.00;0;0;0;0;16;99762.79;28.83;2766;
RM;5612;1.29;1.00;7.71;0.00;0;0;0;0;15;99762.18;28.84;2766;
RM;5641;1.41;1.07;7.69;0.00;0;0;0;0;27;99760.79;28.84;2797;
RM;5665;1.13;1.08;7.69;0.00;0;0;0;0;21;99764.17;28.83;2797;
RM;5685;1.36;1.12;7.71;0.00;0;0;0;0;15;99761.41;28.83;2828;
RM;5707;1.35;1.15;7.69;0.00;0;0;0;0;20;99761.55;28.84;2828;
RM;5727;1.23;1.17;7.71;0.00;0;0;0;0;15;99762.92;28.84;2859;
RM;5747;1.64;1.22;7.71;0.00;0;0;0;0;15;99758.16;28.85;2859;
RM;5767;1.47;1.26;7.71;0.00;0;0;0;0;16;99760.16;28.84;2890;
RM;5787;1.12;1.24;7.71;0.00;0;0;0;0;15;99764.30;28.84;2890;
RM;5807;1.06;1.22;7.69;0.00;0;0;0;0;16;99764.94;28.84;2921;
RM;5830;1.76;1.28;7.69;0.00;0;0;0;0;21;99756.65;28.84;2921;
RM;5850;1.18;1.27;7.71;0.00;0;0;0;0;15;99763.55;28.84;2952;
RM;5870;0.91;1.22;7.71;0.00;0;0;0;0;15;99766.70;28.87;2952;
RM;5890;1.17;1.22;7.69;0.00;0;0;0;0;16;99763.70;28.85;2983;
RM;5910;0.95;1.19;7.68;0.00;0;0;0;0;15;99766.32;28.84;2983;
RM;5946;1.57;1.23;7.68;0.00;0;0;0;0;34;99758.93;28.85;3014;
RM;5966;1.70;1.29;7.68;0.00;0;0;0;0;15;99757.39;28.84;3014;
RM;5986;1.65;1.33;7.69;0.00;0;0;0;0;16;99758.02;28.84;3045;
RM;6006;1.70;1.38;7.81;0.00;0;0;0;0;15;99757.39;28.84;3045;
RM;6030;1.75;1.43;7.67;0.00;0;0;0;0;22;99756.78;28.85;3076;
RM;6050;1.69;1.47;7.69;0.00;0;0;0;0;15;99757.54;28.85;3076;
RM;6070;1.15;1.42;7.69;0.00;0;0;0;0;16;99763.94;28.87;3107;
RM;6090;1.22;1.40;7.69;0.00;0;0;0;0;15;99763.07;28.85;3107;
RM;6110;1.34;1.39;7.69;0.00;0;0;0;0;16;99761.70;28.85;3138;
RM;6130;1.70;1.43;7.69;0.00;0;0;0;0;15;99757.39;28.84;3138;
RM;6150;1.28;1.41;7.69;0.00;0;0;0;0;16;99762.31;28.85;3169;
RM;6170;1.34;1.40;7.83;0.00;0;0;0;0;15;99761.70;28.85;3169;
RM;6200;1.07;1.37;7.68;0.00;0;0;0;0;27;99764.84;28.88;3200;
RM;6220;1.57;1.39;7.69;0.00;0;0;0;0;15;99758.93;28.85;3200;
RM;6240;1.57;1.41;7.69;0.00;0;0;0;0;16;99758.93;28.85;3231;
RM;6268;0.90;1.35;7.68;0.00;0;0;0;0;26;99766.85;28.88;3262;
RM;6288;1.57;1.38;7.69;0.00;0;0;0;0;15;99758.93;28.85;3262;
RM;6308;1.04;1.34;7.69;0.00;0;0;0;0;15;99765.21;28.86;3293;
RM;6328;0.98;1.30;7.67;0.00;0;0;0;0;16;99765.93;28.86;3293;
RM;6348;1.21;1.29;7.68;0.00;0;0;0;0;15;99763.17;28.86;3324;
RM;6368;1.04;1.26;7.81;0.00;0;0;0;0;16;99765.21;28.86;3324;
RM;6391;1.27;1.26;7.68;0.00;0;0;0;0;21;99762.45;28.86;3355;
RM;6411;0.62;1.20;7.69;0.00;0;0;0;0;16;99770.22;28.87;3355;
RM;6431;0.75;1.14;7.69;0.00;0;0;0;0;15;99768.70;28.86;3386;
RM;6451;0.80;1.10;7.69;0.00;0;0;0;0;16;99768.09;28.87;3386;
RM;6473;0.73;1.05;7.67;0.00;0;0;0;0;20;99768.84;28.87;3417;
RM;6510;0.98;1.04;7.68;0.00;0;0;0;0;34;99765.93;28.86;3448;
RM;6530;0.98;1.03;7.68;0.00;0;0;0;0;16;99765.93;28.86;3448;
RM;6550;0.75;1.00;7.80;0.00;0;0;0;0;15;99768.70;28.86;3479;
RM;6574;0.75;0.97;7.68;0.00;0;0;0;0;22;99768.61;28.85;3479;
RM;6594;0.48;0.92;7.69;0.00;0;0;0;0;14;99771.89;28.89;3510;
RM;6614;0.80;0.90;7.69;0.00;0;0;0;0;15;99768.09;28.87;3510;
RM;6634;0.67;0.87;7.69;0.00;0;0;0;0;15;99769.62;28.88;3541;
RM;6654;0.15;0.79;7.69;0.00;0;0;0;0;15;99775.76;28.87;3541;
RM;6674;0.68;0.78;7.68;0.00;0;0;0;0;15;99769.47;28.87;3572;
