230423-105357
RM;1690;0.21;0.13;7.86;0.00;0;0;0;0;0;100154.05;28.63;31;0;
RM;1713;-0.14;0.08;7.71;0.00;0;0;0;0;20;100158.19;28.63;31;0;
RM;1733;0.21;0.10;7.71;0.00;0;0;0;0;14;100154.05;28.63;63;0;
RM;1753;0.45;0.15;7.71;0.00;0;0;0;0;16;100151.16;28.62;63;0;
RM;1773;0.33;0.18;7.69;0.00;0;0;0;0;15;100152.66;28.63;94;0;
RM;1793;0.43;0.21;7.69;0.00;0;0;0;0;15;100151.43;28.64;94;0;
RM;1813;0.38;0.24;7.69;0.00;0;0;0;0;15;100152.05;28.64;125;0;
RM;1833;0.45;0.26;7.69;0.00;0;0;0;0;15;100151.28;28.63;125;0;
RM;1869;0.38;0.28;7.67;0.00;0;0;0;0;33;100152.05;28.64;156;0;
RM;2048;0.64;0.32;7.77;0.00;0;0;0;0;176;100148.95;28.66;187;0;
RM;2068;0.48;0.34;7.74;0.00;0;0;0;0;15;100150.92;28.66;187;0;
RM;2088;0.42;0.35;7.69;0.00;0;0;0;0;15;100151.56;28.65;218;0;
RM;2108;0.19;0.33;7.68;0.00;0;0;0;0;15;100154.34;28.65;218;0;
RM;2128;0.82;0.38;7.68;0.00;0;0;0;0;15;100146.77;28.66;249;0;
RM;2148;0.23;0.36;7.68;0.00;0;0;0;0;16;100153.86;28.67;249;0;
RM;2168;0.59;0.39;7.67;0.00;0;0;0;0;15;100149.54;28.66;280;0;
RM;2188;0.53;0.40;7.67;0.00;0;0;0;0;16;100150.33;28.66;280;0;
RM;2365;-0.32;0.33;7.77;0.00;0;0;0;0;175;100160.27;28.68;312;0;
RM;2385;0.15;0.31;7.77;0.00;0;0;0;0;14;100154.74;28.68;312;0;
RM;2405;0.53;0.33;7.68;0.00;0;0;0;0;16;100150.33;28.66;343;0;
RM;2425;0.58;0.36;7.68;0.00;0;0;0;0;15;100149.72;28.67;343;0;
RM;2445;0.40;0.37;7.67;0.00;0;0;0;0;16;100151.86;28.67;374;0;
RM;2465;0.39;0.37;7.67;0.00;0;0;0;0;15;100151.98;28.68;374;0;
RM;2485;0.21;0.35;7.67;0.00;0;0;0;0;16;100154.12;28.69;405;0;
RM;2505;0.73;0.39;7.67;0.00;0;0;0;0;15;100147.84;28.68;405;0;
RM;2671;0.18;0.37;7.77;0.00;0;0;0;0;164;100154.41;28.71;436;0;
RM;2701;0.25;0.36;7.65;0.00;0;0;0;0;27;100153.63;28.70;436;0;
RM;2721;0.09;0.33;7.67;0.00;0;0;0;0;15;100155.51;28.69;467;0;
RM;2741;0.25;0.32;7.65;0.00;0;0;0;0;16;100153.63;28.70;467;0;
RM;2761;0.32;0.32;7.65;0.00;0;0;0;0;15;100152.73;28.69;498;0;
RM;2781;0.49;0.34;7.65;0.00;0;0;0;0;16;100150.73;28.69;498;0;
RM;2803;0.02;0.31;7.64;0.00;0;0;0;0;20;100156.27;28.69;529;0;
RM;2845;0.25;0.30;7.64;0.00;0;0;0;0;39;100153.63;28.70;560;0;
RM;2870;0.19;0.30;7.64;0.00;0;0;0;0;22;100154.27;28.70;560;0;
RM;2890;0.25;0.29;7.77;0.00;0;0;0;0;14;100153.63;28.70;591;0;
RM;2910;0.01;0.27;7.77;0.00;0;0;0;0;16;100156.41;28.70;591;0;
RM;2930;0.06;0.25;7.64;0.00;0;0;0;0;15;100155.91;28.72;622;0;
RM;2950;0.06;0.24;7.65;0.00;0;0;0;0;16;100155.91;28.72;622;0;
RM;2970;0.25;0.24;7.65;0.00;0;0;0;0;15;100153.63;28.70;653;0;
RM;2990;0.65;0.27;7.65;0.00;0;0;0;0;16;100148.89;28.71;653;0;
RM;3010;0.22;0.27;7.65;0.00;0;0;0;0;15;100153.90;28.72;684;0;
RM;3030;-0.01;0.24;7.65;0.00;0;0;0;0;15;100156.56;28.71;684;0;
RM;3053;0.58;0.27;7.71;0.00;0;0;0;0;21;100149.64;28.71;715;0;
RM;3073;0.17;0.26;7.62;0.00;0;0;0;0;16;100154.53;28.72;715;0;
RM;3093;0.22;0.26;7.65;0.00;0;0;0;0;15;100153.90;28.72;746;0;
RM;3113;0.58;0.29;7.65;0.00;0;0;0;0;15;100149.64;28.71;746;0;
RM;3133;0.10;0.27;7.64;0.00;0;0;0;0;15;100155.45;28.73;777;0;
RM;3153;-0.07;0.24;7.62;0.00;0;0;0;0;15;100157.43;28.73;777;0;
RM;3173;0.46;0.26;7.62;0.00;0;0;0;0;16;100151.14;28.72;809;0;
RM;3193;0.39;0.27;7.64;0.00;0;0;0;0;15;100151.90;28.73;809;0;
RM;3217;0.46;0.29;7.75;0.00;0;0;0;0;22;100151.14;28.72;840;0;
RM;3237;0.33;0.29;7.65;0.00;0;0;0;0;15;100152.67;28.73;840;0;
RM;3257;-0.01;0.27;7.64;0.00;0;0;0;0;16;100156.67;28.72;871;0;
RM;3277;0.38;0.28;7.65;0.00;0;0;0;0;15;100152.08;28.74;871;0;
